Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,16:55:15.3389,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:56:23.5713,Continuous,KeyDown,1,1,0,1,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:56:59.6358,Continuous,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:56:59.9894,Continuous,KeyDown,1,0,0,2,r,Correct,R,0,3544237,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:00.3155,Continuous,KeyDown,1,0,0,2,w,Correct,W,0,3266092,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:00.6008,Continuous,KeyDown,1,0,0,2,e,Correct,E,0,2849148,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:00.6008,Continuous,Sequence Success,1,0,0,2,NA,NA,NA,NA,0,9659477,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:00.9349,Continuous,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:01.2191,Continuous,KeyDown,1,0,0,2,r,Correct,R,0,2849649,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:01.5039,Continuous,KeyDown,1,0,0,2,w,Correct,W,0,2848291,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:01.8031,Continuous,KeyDown,1,0,0,2,e,Correct,E,0,2988285,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:01.8031,Continuous,Sequence Success,1,0,0,2,NA,NA,NA,NA,0,8686225,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:02.1222,Continuous,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:02.3865,Continuous,KeyDown,1,0,0,2,r,Correct,R,0,264277,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:02.6787,Continuous,KeyDown,1,0,0,2,w,Correct,W,0,2916209,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:03.0054,Continuous,KeyDown,1,0,0,2,e,Correct,E,0,3265322,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:03.0054,Continuous,Sequence Success,1,0,0,2,NA,NA,NA,NA,0,88243,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:03.3320,Continuous,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:03.6237,Continuous,KeyDown,1,0,0,2,r,Correct,R,0,2918159,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:03.9090,Continuous,KeyDown,1,0,0,2,w,Correct,W,0,2849101,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:04.1932,Continuous,KeyDown,1,0,0,2,e,Correct,E,0,2850087,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:04.1932,Continuous,Sequence Success,1,0,0,2,NA,NA,NA,NA,0,8617347,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:04.4924,Continuous,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:04.7907,Continuous,KeyDown,1,0,0,2,r,Correct,R,0,2987772,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:05.0754,Continuous,KeyDown,1,0,0,2,w,Correct,W,0,2849514,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:05.3537,Continuous,KeyDown,1,0,0,2,e,Correct,E,0,2780237,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:05.3537,Continuous,Sequence Success,1,0,0,2,NA,NA,NA,NA,0,8617523,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:05.5561,Continuous,InputWindowOver,1,0,1,2,NA,NA,NA,NA,NA,5,0,2,5,Got Fish,NA,NA,
2020-05-19,16:57:25.4085,Continuous,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:25.7207,Continuous,KeyDown,1,0,1,3,r,Correct,R,0,312724,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:26.0269,Continuous,KeyDown,1,0,1,3,w,Correct,W,0,3058014,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:26.3460,Continuous,KeyDown,1,0,1,3,e,Correct,E,0,3195811,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:26.3460,Continuous,Sequence Success,1,0,1,3,NA,NA,NA,NA,0,9381064,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:26.6657,Continuous,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:26.9644,Continuous,KeyDown,1,0,1,3,r,Correct,R,0,2987877,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:27.2077,Continuous,KeyDown,1,0,1,3,w,Correct,W,0,2432169,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:27.4930,Continuous,KeyDown,1,0,1,3,e,Correct,E,0,2849132,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:27.4930,Continuous,Sequence Success,1,0,1,3,NA,NA,NA,NA,0,8269178,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:27.7922,Continuous,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:28.0555,Continuous,KeyDown,1,0,1,3,r,Correct,R,0,2640899,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:28.3891,Continuous,KeyDown,1,0,1,3,w,Correct,W,0,3335436,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:28.7302,Continuous,KeyDown,1,0,1,3,e,Correct,E,0,3404907,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:28.7302,Continuous,Sequence Success,1,0,1,3,NA,NA,NA,NA,0,9381242,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:29.0494,Continuous,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:29.3277,Continuous,KeyDown,1,0,1,3,r,Correct,R,0,2779478,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:29.5710,Continuous,KeyDown,1,0,1,3,w,Correct,W,0,2431633,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:29.8144,Continuous,KeyDown,1,0,1,3,e,Correct,E,0,2432038,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:29.8144,Continuous,Sequence Success,1,0,1,3,NA,NA,NA,NA,0,7643149,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:30.1540,Continuous,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:30.4043,Continuous,KeyDown,1,0,1,3,r,Correct,R,0,2501273,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:30.6616,Continuous,KeyDown,1,0,1,3,w,Correct,W,0,2572193,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:30.9394,Continuous,KeyDown,1,0,1,3,e,Correct,E,0,2779243,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:30.9394,Continuous,Sequence Success,1,0,1,3,NA,NA,NA,NA,0,7852709,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:31.2316,Continuous,InputWindowOver,1,0,2,3,NA,NA,NA,NA,NA,5,0,2,5,Got Fish,NA,NA,
2020-05-19,16:57:52.8149,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:53.1062,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2919011,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:53.3495,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,2432035,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:53.5859,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2363284,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:53.5859,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,7714329,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:53.8846,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:54.1210,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2363707,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:54.3509,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,2292283,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:54.6286,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2779357,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:54.6286,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,7435347,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:54.9273,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:55.1632,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2362257,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:55.4345,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,2710143,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:55.6639,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2293408,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:55.6639,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,7365807,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:56.0110,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:56.2957,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2849513,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:56.7336,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,4377909,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:56.9709,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2362121,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:56.9709,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,9589543,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:57.2826,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:57.4980,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2153876,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:57.7199,Continuous,KeyDown,1,1,2,4,w,Correct,W,0,2223332,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:57.9708,Continuous,KeyDown,1,1,2,4,e,Correct,E,0,2501758,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:57.9708,Continuous,Sequence Success,1,1,2,4,NA,NA,NA,NA,0,6878966,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:58.2630,Continuous,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:58.4774,Continuous,KeyDown,1,1,2,4,r,Correct,R,0,2153704,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:58.5123,Continuous,Sequence Failed,1,1,2,4,NA,NA,NA,NA,0,2500964,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:57:58.5123,Continuous,InputWindowOver,1,1,2,4,NA,NA,NA,NA,NA,5,1,1,6,Fish Escaped,NA,NA,
2020-05-19,16:58:20.2502,Continuous,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:20.5893,Continuous,KeyDown,1,1,2,5,r,Correct,R,0,3405935,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:20.8890,Continuous,KeyDown,1,1,2,5,w,Correct,W,0,2991122,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:21.2012,Continuous,KeyDown,1,1,2,5,e,Correct,E,0,3125396,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:21.2012,Continuous,Sequence Success,1,1,2,5,NA,NA,NA,NA,0,9522453,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:21.5074,Continuous,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:21.8136,Continuous,KeyDown,1,1,2,5,r,Correct,R,0,3057196,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:22.0769,Continuous,KeyDown,1,1,2,5,w,Correct,W,0,2640791,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:22.3821,Continuous,KeyDown,1,1,2,5,e,Correct,E,0,3055106,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:22.3821,Continuous,Sequence Success,1,1,2,5,NA,NA,NA,NA,0,8753094,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:22.7022,Continuous,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:22.9865,Continuous,KeyDown,1,1,2,5,r,Correct,R,0,2850202,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:23.2647,Continuous,KeyDown,1,1,2,5,w,Correct,W,0,2779934,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:23.5499,Continuous,KeyDown,1,1,2,5,e,Correct,E,0,2847564,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:23.5499,Continuous,Sequence Success,1,1,2,5,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:23.8487,Continuous,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:24.1404,Continuous,KeyDown,1,1,2,5,r,Correct,R,0,2918707,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:24.3843,Continuous,KeyDown,1,1,2,5,w,Correct,W,0,2432295,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:24.6825,Continuous,KeyDown,1,1,2,5,e,Correct,E,0,298702,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:24.6825,Continuous,Sequence Success,1,1,2,5,NA,NA,NA,NA,0,8338023,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:25.0091,Continuous,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:25.2863,Continuous,KeyDown,1,1,2,5,r,Correct,R,0,2781065,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:25.5576,Continuous,KeyDown,1,1,2,5,w,Correct,W,0,270872,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:25.8289,Continuous,KeyDown,1,1,2,5,e,Correct,E,0,2709632,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:25.8289,Continuous,Sequence Success,1,1,2,5,NA,NA,NA,NA,0,8199417,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:26.1416,Continuous,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:26.2313,Continuous,Sequence Failed,1,1,2,5,NA,NA,NA,NA,0,0903322,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:26.2313,Continuous,InputWindowOver,1,1,3,5,NA,NA,NA,NA,NA,5,1,3,6,Got Fish,NA,NA,
2020-05-19,16:58:47.3160,Continuous,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:47.6411,Continuous,KeyDown,1,1,3,6,r,Correct,R,0,3266309,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:47.9329,Continuous,KeyDown,1,1,3,6,w,Correct,W,0,2918719,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:48.2116,Continuous,KeyDown,1,1,3,6,e,Correct,E,0,2780227,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:48.2116,Continuous,Sequence Success,1,1,3,6,NA,NA,NA,NA,0,8965256,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:48.4889,Continuous,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:48.7602,Continuous,KeyDown,1,1,3,6,r,Correct,R,0,2709993,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:49.0100,Continuous,KeyDown,1,1,3,6,w,Correct,W,0,2501314,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:49.2813,Continuous,KeyDown,1,1,3,6,e,Correct,E,0,2710015,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:49.2813,Continuous,Sequence Success,1,1,3,6,NA,NA,NA,NA,0,7921321,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:49.5870,Continuous,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:49.8857,Continuous,KeyDown,1,1,3,6,r,Correct,R,0,2988256,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:50.1355,Continuous,KeyDown,1,1,3,6,w,Correct,W,0,250137,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:50.4138,Continuous,KeyDown,1,1,3,6,e,Correct,E,0,2779446,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:50.4138,Continuous,Sequence Success,1,1,3,6,NA,NA,NA,NA,0,8269072,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:50.6920,Continuous,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:50.9768,Continuous,KeyDown,1,1,3,6,r,Correct,R,0,2848713,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:51.2132,Continuous,KeyDown,1,1,3,6,w,Correct,W,0,2362028,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:51.4705,Continuous,KeyDown,1,1,3,6,e,Correct,E,0,2571037,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:51.4705,Continuous,Sequence Success,1,1,3,6,NA,NA,NA,NA,0,7781778,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:51.7343,Continuous,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:51.9916,Continuous,KeyDown,1,1,3,6,r,Correct,R,0,2570919,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:52.2200,Continuous,KeyDown,1,1,3,6,w,Correct,W,0,2293412,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:52.4918,Continuous,KeyDown,1,1,3,6,e,Correct,E,0,2709809,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:52.4918,Continuous,Sequence Success,1,1,3,6,NA,NA,NA,NA,0,757414,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:52.7620,Continuous,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:53.0268,Continuous,KeyDown,1,1,3,6,r,Correct,R,0,2641682,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:53.2488,Continuous,KeyDown,1,1,3,6,w,Correct,W,0,2222888,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:53.3944,Continuous,Sequence Failed,1,1,3,6,NA,NA,NA,NA,0,6323805,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,16:58:53.3954,Continuous,InputWindowOver,1,1,4,6,NA,NA,NA,NA,NA,5,1,3,6,Got Fish,NA,NA,
2020-05-19,16:59:36.5201,Continuous,Frustration Questionnaire,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,
2020-05-19,17:00:05.8165,Continuous,KeyDown,2,3,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:06.1217,Continuous,KeyDown,2,3,4,7,r,Correct,R,0,3057619,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:06.3785,Continuous,KeyDown,2,3,4,7,w,Correct,W,0,2570755,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:06.6428,Continuous,KeyDown,2,3,4,7,e,Correct,E,0,2641684,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:06.6428,Continuous,Sequence Success,2,3,4,7,NA,NA,NA,NA,0,8270059,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:06.9416,Continuous,KeyDown,2,3,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:07.1989,Continuous,KeyDown,2,3,4,7,r,Correct,R,0,2571563,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:07.4348,Continuous,KeyDown,2,3,4,7,w,Correct,W,0,2361852,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:07.6712,Continuous,KeyDown,2,3,4,7,e,Correct,E,0,23649,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:07.6712,Continuous,Sequence Success,2,3,4,7,NA,NA,NA,NA,0,7298315,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:07.9424,Continuous,KeyDown,2,3,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:08.1858,Continuous,KeyDown,2,3,4,7,r,Correct,R,0,2432903,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:08.4426,Continuous,KeyDown,2,3,4,7,w,Correct,W,0,2570945,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:08.6994,Continuous,KeyDown,2,3,4,7,e,Correct,E,0,2570813,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:08.6994,Continuous,Sequence Success,2,3,4,7,NA,NA,NA,NA,0,7574661,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:09.0051,Continuous,KeyDown,2,3,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:00:09.2555,Continuous,KeyDown,2,3,4,7,r,Correct,R,0,2502553,NA,NA,NA,NA,NA,NA,NA,NA,
