Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,17:55:06.4406,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:00.7748,Discrete,KeyDown,1,1,0,1,rt,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:01.3361,Discrete,KeyDown,1,1,0,1,e,Failed,R,0.5666534,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:01.3371,Discrete,Sequence Failed,1,1,0,1,NA,NA,NA,NA,0.5666534,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:01.4531,Discrete,KeyDown,1,1,0,1,w,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:01.5858,Discrete,KeyDown,1,1,0,1,e,Failed,T,0.1334004,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:02.2523,Discrete,KeyDown,1,1,0,1,t,Correct,T,0.6666474,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:02.5196,Discrete,KeyDown,1,1,0,1,r,Correct,R,0.2666825,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:02.8359,Discrete,KeyDown,1,1,0,1,w,Correct,W,0.3167516,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:02.9693,Discrete,KeyDown,1,1,0,1,e,Correct,E,0.1333504,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:02.9693,Discrete,Sequence Success,1,1,0,1,NA,NA,NA,NA,1.516832,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:03.6864,Discrete,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:03.8200,Discrete,Sequence Failed,1,1,0,1,NA,NA,NA,NA,0.1333952,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:03.8200,Discrete,InputWindowOver,1,1,0,1,NA,NA,NA,NA,NA,1,2,1,3,Fish Escaped,NA,NA,
2020-05-19,17:56:26.6533,Discrete,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:26.8534,Discrete,KeyDown,1,0,0,2,r,Correct,R,0.2000175,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:27.0874,Discrete,KeyDown,1,0,0,2,e,Failed,W,0.2334415,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:27.0874,Discrete,Sequence Failed,1,0,0,2,NA,NA,NA,NA,0.433459,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:27.3540,Discrete,KeyDown,1,0,0,2,w,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:27.8205,Discrete,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:28.3375,Discrete,KeyDown,1,0,0,2,r,Correct,R,0.5166819,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:28.5540,Discrete,KeyDown,1,0,0,2,w,Correct,W,0.2165776,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:28.7207,Discrete,KeyDown,1,0,0,2,e,Correct,E,0.1667364,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:28.7207,Discrete,Sequence Success,1,0,0,2,NA,NA,NA,NA,0.8999959,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:29.1875,Discrete,InputWindowOver,1,0,1,2,NA,NA,NA,NA,NA,1,1,0,2,Got Fish,NA,NA,
2020-05-19,17:56:56.6719,Discrete,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,17:56:56.8716,Discrete,KeyDown,1,0,1,3,r,Correct,R,0.2001326,NA,NA,NA,NA,NA,NA,NA,NA,
