Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,10:36:34.4940,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:37:04.0785,Discrete,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:17.1107,Discrete,KeyDown,1,1,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:17.4228,Discrete,KeyDown,1,1,2,4,r,Correct,R,0,3124678,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:17.7702,Discrete,KeyDown,1,1,2,4,w,Correct,W,0,3472685,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:17.9578,Discrete,Sequence Failed,1,1,2,4,NA,NA,NA,NA,0,8472968,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:17.9578,Discrete,InputWindowOver,1,1,2,4,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:38:36.5705,Discrete,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:36.9036,Discrete,KeyDown,1,1,2,5,r,Correct,R,0,3333773,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:37.2437,Discrete,KeyDown,1,1,2,5,w,Correct,W,0,3401872,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:37.5780,Discrete,KeyDown,1,1,2,5,e,Correct,E,0,3334753,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:37.5780,Discrete,Sequence Success,1,1,2,5,NA,NA,NA,NA,1,00704,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:38.3554,Discrete,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:39.0915,Discrete,InputWindowOver,1,1,3,5,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:38:58.5293,Discrete,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:58.8566,Discrete,KeyDown,1,1,3,6,r,Correct,R,0,3263922,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:59.1820,Discrete,KeyDown,1,1,3,6,w,Correct,W,0,3266596,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:59.5290,Discrete,KeyDown,1,1,3,6,e,Correct,E,0,3469285,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:38:59.5290,Discrete,Sequence Success,1,1,3,6,NA,NA,NA,NA,0,9999802,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:00.4809,Discrete,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:00.7651,Discrete,KeyDown,1,1,3,6,r,Correct,R,0,2845753,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:01.0584,Discrete,InputWindowOver,1,1,4,6,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:39:15.6698,Discrete,Frustration Questionnaire,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,
2020-05-20,10:39:39.6148,Discrete,KeyDown,2,3,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:39.9408,Discrete,KeyDown,2,3,4,7,r,Correct,R,0,3264494,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:40.2540,Discrete,KeyDown,2,3,4,7,w,Correct,W,0,312307,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:40.6082,Discrete,KeyDown,2,3,4,7,e,Correct,E,0,3541345,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:40.6082,Discrete,Sequence Success,2,3,4,7,NA,NA,NA,NA,0,992891,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:41.5309,Discrete,KeyDown,2,3,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:41.8443,Discrete,KeyDown,2,3,4,7,r,Correct,R,0,3125545,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:42.1497,Discrete,KeyDown,2,3,4,7,w,Correct,W,0,3055583,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:42.3373,Discrete,Sequence Failed,2,3,4,7,NA,NA,NA,NA,0,8056993,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:39:42.3373,Discrete,InputWindowOver,2,3,4,7,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:40:02.3306,Discrete,KeyDown,2,3,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:02.6917,Discrete,KeyDown,2,3,4,8,r,Correct,R,0,360898,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:03.0534,Discrete,KeyDown,2,3,4,8,w,Correct,W,0,3613197,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:03.3868,Discrete,KeyDown,2,3,4,8,e,Correct,E,0,3263235,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:03.3868,Discrete,Sequence Success,2,3,4,8,NA,NA,NA,NA,1,048541,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:04.8586,Discrete,InputWindowOver,2,3,5,8,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:40:28.0269,Discrete,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:28.4017,Discrete,KeyDown,2,2,5,9,r,Correct,R,0,3823732,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:28.7557,Discrete,KeyDown,2,2,5,9,w,Correct,W,0,3538664,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:29.1029,Discrete,KeyDown,2,2,5,9,e,Correct,E,0,3474284,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:29.1029,Discrete,Sequence Success,2,2,5,9,NA,NA,NA,NA,1,083668,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:30.4855,Discrete,InputWindowOver,2,2,6,9,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:40:52.3755,Discrete,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:52.6870,Discrete,KeyDown,2,3,6,10,r,Correct,R,0,305365,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:53.0979,Discrete,KeyDown,2,3,6,10,w,Correct,W,0,417,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:53.4301,Discrete,KeyDown,2,3,6,10,e,Correct,E,0,3330716,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:53.4301,Discrete,Sequence Success,2,3,6,10,NA,NA,NA,NA,1,055437,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:54.4580,Discrete,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:54.7771,Discrete,Sequence Failed,2,3,6,10,NA,NA,NA,NA,0,3194493,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:40:54.7781,Discrete,InputWindowOver,2,3,6,10,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:41:16.4326,Discrete,KeyDown,2,2,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:16.7854,Discrete,KeyDown,2,2,6,11,r,Correct,R,0,368053,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:17.1329,Discrete,KeyDown,2,2,6,11,w,Correct,W,0,3474181,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:17.4942,Discrete,KeyDown,2,2,6,11,e,Correct,E,0,3540503,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:17.4942,Discrete,Sequence Success,2,2,6,11,NA,NA,NA,NA,1,069521,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:19.0368,Discrete,InputWindowOver,2,2,7,11,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:41:38.4542,Discrete,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:38.8024,Discrete,KeyDown,2,3,7,12,r,Correct,R,0,3540621,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:39.1713,Discrete,KeyDown,2,3,7,12,w,Correct,W,0,3610871,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:39.5365,Discrete,KeyDown,2,3,7,12,e,Correct,E,0,3681625,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:39.5365,Discrete,Sequence Success,2,3,7,12,NA,NA,NA,NA,1,083312,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:40.6967,Discrete,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:41.0157,Discrete,Sequence Failed,2,3,7,12,NA,NA,NA,NA,0,3192887,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:41:41.0166,Discrete,InputWindowOver,2,3,7,12,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:42:00.5584,Discrete,KeyDown,2,3,7,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:00.9208,Discrete,KeyDown,2,3,7,13,r,Correct,R,0,368177,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:01.2881,Discrete,KeyDown,2,3,7,13,w,Correct,W,0,3750126,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:01.6562,Discrete,KeyDown,2,3,7,13,e,Correct,E,0,3610532,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:01.6562,Discrete,Sequence Success,2,3,7,13,NA,NA,NA,NA,1,104243,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:03.1292,Discrete,InputWindowOver,2,3,8,13,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:42:16.2887,Discrete,Frustration Questionnaire,NA,NA,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,
2020-05-20,10:42:45.7623,Discrete,KeyDown,3,4,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:46.1095,Discrete,KeyDown,3,4,8,14,r,Correct,R,0,3472465,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:46.4422,Discrete,KeyDown,3,4,8,14,w,Correct,W,0,3332337,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:46.7684,Discrete,KeyDown,3,4,8,14,e,Correct,E,0,3263839,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:46.7684,Discrete,Sequence Success,3,4,8,14,NA,NA,NA,NA,1,006864,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:47.8104,Discrete,KeyDown,3,4,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:48.1237,Discrete,KeyDown,3,4,8,14,r,Correct,R,0,3124866,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:48.4575,Discrete,Sequence Failed,3,4,8,14,NA,NA,NA,NA,0,6462208,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:42:48.4575,Discrete,InputWindowOver,3,4,8,14,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:43:15.7500,Discrete,KeyDown,3,4,8,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:16.1175,Discrete,KeyDown,3,4,8,15,r,Correct,R,0,3611074,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:16.4647,Discrete,KeyDown,3,4,8,15,w,Correct,W,0,3543652,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:16.8048,Discrete,KeyDown,3,4,8,15,e,Correct,E,0,3402338,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:16.8048,Discrete,Sequence Success,3,4,8,15,NA,NA,NA,NA,1,055706,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:18.2778,Discrete,InputWindowOver,3,4,9,15,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:43:38.3068,Discrete,KeyDown,3,4,9,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:38.6181,Discrete,KeyDown,3,4,9,16,r,Correct,R,0,3194198,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:38.9602,Discrete,KeyDown,3,4,9,16,w,Correct,W,0,3472756,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:39.3343,Discrete,KeyDown,3,4,9,16,e,Correct,E,0,3750086,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:39.3343,Discrete,Sequence Success,3,4,9,16,NA,NA,NA,NA,1,041704,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:43:40.8338,Discrete,InputWindowOver,3,4,10,16,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:44:02.1406,Discrete,KeyDown,3,5,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:02.5155,Discrete,KeyDown,3,5,10,17,r,Correct,R,0,3750963,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:02.8765,Discrete,KeyDown,3,5,10,17,w,Correct,W,0,3611129,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:03.2307,Discrete,KeyDown,3,5,10,17,e,Correct,E,0,3541411,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:03.2307,Discrete,Sequence Success,3,5,10,17,NA,NA,NA,NA,1,09035,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:04.5507,Discrete,KeyDown,3,5,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:04.8140,Discrete,Sequence Failed,3,5,10,17,NA,NA,NA,NA,0,2638931,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:04.8140,Discrete,InputWindowOver,3,5,10,17,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:44:27.4679,Discrete,KeyDown,3,5,10,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:27.8225,Discrete,KeyDown,3,5,10,18,r,Correct,R,0,3474034,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:28.2046,Discrete,KeyDown,3,5,10,18,w,Correct,W,0,3752068,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:28.5721,Discrete,KeyDown,3,5,10,18,e,Correct,E,0,3818631,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:28.5721,Discrete,Sequence Success,3,5,10,18,NA,NA,NA,NA,1,104473,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:30.0383,Discrete,InputWindowOver,3,5,11,18,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:44:53.0393,Discrete,KeyDown,3,5,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:53.4208,Discrete,KeyDown,3,5,11,19,r,Correct,R,0,3821807,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:53.7959,Discrete,KeyDown,3,5,11,19,w,Correct,W,0,3749651,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:54.1916,Discrete,KeyDown,3,5,11,19,e,Correct,E,0,3956845,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:54.1916,Discrete,Sequence Success,3,5,11,19,NA,NA,NA,NA,1,15283,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:55.3102,Discrete,KeyDown,3,5,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:55.6780,Discrete,Sequence Failed,3,5,11,19,NA,NA,NA,NA,0,3681639,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:44:55.6780,Discrete,InputWindowOver,3,5,11,19,NA,NA,NA,NA,NA,1,1,1,2,Fish Escaped,NA,NA,
2020-05-20,10:45:17.3385,Discrete,KeyDown,3,5,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:45:17.6718,Discrete,KeyDown,3,5,11,20,r,Correct,R,0,3333136,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:45:18.0189,Discrete,KeyDown,3,5,11,20,w,Correct,W,0,3404602,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:45:18.3869,Discrete,KeyDown,3,5,11,20,e,Correct,E,0,3679723,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:45:18.3869,Discrete,Sequence Success,3,5,11,20,NA,NA,NA,NA,1,041746,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,10:45:19.8183,Discrete,InputWindowOver,3,5,12,20,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,10:45:28.8532,Discrete,Frustration Questionnaire,NA,NA,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,
