Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,12:11:34.5839,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:12:38.4616,Discrete,KeyDown,1,0,0,1,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:12:39.0878,Discrete,KeyDown,1,0,0,1,w,Failed,T,0.6321174,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:12:39.1789,Discrete,KeyDown,1,0,0,1,w,Failed,T,0.09013969,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:12:39.1800,Discrete,Sequence Failed,1,0,0,1,NA,NA,NA,NA,0.7222571,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:12:39.2965,Discrete,KeyDown,1,0,0,1,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:12:41.3531,Discrete,InputWindowOver,1,0,0,1,NA,NA,NA,NA,NA,0,1,0,1,Fish Escaped,NA,NA,
2020-05-20,12:13:01.6091,Discrete,KeyDown,1,1,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:01.8655,Discrete,KeyDown,1,1,0,2,r,Correct,R,0.2568475,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:02.1431,Discrete,KeyDown,1,1,0,2,w,Correct,W,0.2779491,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:02.2973,Discrete,KeyDown,1,1,0,2,e,Correct,E,0.152819,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:02.2973,Discrete,Sequence Success,1,1,0,2,NA,NA,NA,NA,0.6876156,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:04.0949,Discrete,InputWindowOver,1,1,1,2,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,12:13:23.6927,Discrete,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:23.9146,Discrete,KeyDown,1,0,1,3,r,Correct,R,0.2222448,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:24.1160,Discrete,KeyDown,1,0,1,3,w,Correct,W,0.2014371,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:24.2132,Discrete,KeyDown,1,0,1,3,e,Correct,E,0.09742302,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:24.2132,Discrete,Sequence Success,1,0,1,3,NA,NA,NA,NA,0.5211049,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:26.1716,Discrete,InputWindowOver,1,0,1,3,NA,NA,NA,NA,NA,1,0,1,1,Fish Escaped,NA,NA,
2020-05-20,12:13:48.7272,Discrete,KeyDown,1,0,1,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:49.0041,Discrete,KeyDown,1,0,1,4,er,Correct,R,0.2776391,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:49.9772,Discrete,KeyDown,1,0,1,4,w,Correct,W,0.9722298,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:50.0806,Discrete,KeyDown,1,0,1,4,e,Correct,E,0.1043812,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:50.0806,Discrete,Sequence Success,1,0,1,4,NA,NA,NA,NA,1.35425,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:13:51.2129,Discrete,InputWindowOver,1,0,2,4,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,12:14:32.9905,Discrete,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:33.2057,Discrete,KeyDown,1,0,2,5,r,Correct,R,0.2151761,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:33.4284,Discrete,KeyDown,1,0,2,5,w,Correct,W,0.222398,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:33.5390,Discrete,KeyDown,1,0,2,5,e,Correct,E,0.1110997,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:33.5390,Discrete,Sequence Success,1,0,2,5,NA,NA,NA,NA,0.5486737,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:35.6160,Discrete,InputWindowOver,1,0,3,5,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,12:14:59.4207,Discrete,KeyDown,1,1,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:59.6571,Discrete,KeyDown,1,1,3,6,r,Correct,R,0.2361176,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:59.8795,Discrete,KeyDown,1,1,3,6,w,Correct,W,0.2221906,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:59.9832,Discrete,KeyDown,1,1,3,6,e,Correct,E,0.104283,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:14:59.9832,Discrete,Sequence Success,1,1,3,6,NA,NA,NA,NA,0.5625912,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:15:01.8940,Discrete,InputWindowOver,1,1,3,6,NA,NA,NA,NA,NA,1,0,1,1,Fish Escaped,NA,NA,
2020-05-20,12:15:24.6987,Discrete,KeyDown,1,1,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:15:24.9213,Discrete,KeyDown,1,1,3,7,r,Correct,R,0.2222125,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:15:25.1087,Discrete,KeyDown,1,1,3,7,w,Correct,W,0.1876202,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:15:25.2135,Discrete,KeyDown,1,1,3,7,e,Correct,E,0.1040483,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:15:25.2135,Discrete,Sequence Success,1,1,3,7,NA,NA,NA,NA,0.513881,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:15:27.2967,Discrete,InputWindowOver,1,1,4,7,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,12:15:51.2551,Discrete,Frustration Questionnaire,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,
2020-05-20,12:16:12.5671,Discrete,KeyDown,2,3,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:12.7755,Discrete,KeyDown,2,3,4,8,r,Correct,R,0.2083185,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:12.9980,Discrete,KeyDown,2,3,4,8,w,Correct,W,0.2221863,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:13.0947,Discrete,KeyDown,2,3,4,8,e,Correct,E,0.09741378,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:13.0947,Discrete,Sequence Success,2,3,4,8,NA,NA,NA,NA,0.5279186,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:15.0947,Discrete,InputWindowOver,2,3,5,8,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,12:16:35.3308,Discrete,KeyDown,2,3,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:35.5462,Discrete,KeyDown,2,3,5,9,r,Correct,R,0.2152385,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:35.7756,Discrete,KeyDown,2,3,5,9,w,Correct,W,0.2291766,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:35.8729,Discrete,KeyDown,2,3,5,9,e,Correct,E,0.0973019,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:35.8729,Discrete,Sequence Success,2,3,5,9,NA,NA,NA,NA,0.5417171,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:37.9912,Discrete,InputWindowOver,2,3,5,9,NA,NA,NA,NA,NA,1,0,1,1,Fish Escaped,NA,NA,
2020-05-20,12:16:58.9358,Discrete,KeyDown,2,3,5,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:59.1439,Discrete,KeyDown,2,3,5,10,r,Correct,R,0.208484,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:59.3314,Discrete,KeyDown,2,3,5,10,w,Correct,W,0.1872781,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:59.4287,Discrete,KeyDown,2,3,5,10,e,Correct,E,0.09731632,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:16:59.4287,Discrete,Sequence Success,2,3,5,10,NA,NA,NA,NA,0.4930784,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:17:01.5120,Discrete,InputWindowOver,2,3,6,10,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,12:17:23.4980,Discrete,KeyDown,2,8,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:17:23.8449,Discrete,KeyDown,2,8,6,11,r,Correct,R,0.347172,NA,NA,NA,NA,NA,NA,NA,NA,
