Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,12:22:48.0434,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:22.0746,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:22.2901,Continuous,KeyDown,1,0,0,1,r,Correct,R,0.2221514,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:22.4846,Continuous,KeyDown,1,0,0,1,w,Correct,W,0.1945398,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:22.5965,Continuous,KeyDown,1,0,0,1,e,Correct,E,0.1110781,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:22.5965,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0.5277693,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:22.8525,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:23.0752,Continuous,KeyDown,1,0,0,1,r,Correct,R,0.2220575,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:23.4011,Continuous,KeyDown,1,0,0,1,w,Correct,W,0.3264292,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:23.5474,Continuous,KeyDown,1,0,0,1,e,Correct,E,0.1459408,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:23.5474,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0.6944274,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:23.8178,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:24.1026,Continuous,KeyDown,1,0,0,1,r,Correct,R,0.284823,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:24.4704,Continuous,KeyDown,1,0,0,1,w,Correct,W,0.3681073,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:24.5533,Continuous,KeyDown,1,0,0,1,e,Correct,E,0.0832051,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:24.5533,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0.7361354,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:24.8453,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:25.1512,Continuous,KeyDown,1,0,0,1,r,Correct,R,0.3053078,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:25.4779,Continuous,KeyDown,1,0,0,1,w,Correct,W,0.3264011,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:25.5954,Continuous,KeyDown,1,0,0,1,e,Correct,E,0.1180947,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:25.5954,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0.7498035,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:25.9358,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:26.1654,Continuous,KeyDown,1,0,0,1,r,Correct,R,0.2292395,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,12:23:26.3869,Continuous,KeyDown,1,0,0,1,w,Correct,W,0.2220516,NA,NA,NA,NA,NA,NA,NA,NA,
