Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration,
19/05/2020,35:13.4,Discrete,KeyDown,2,3,6,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
19/05/2020,35:13.5,Discrete,KeyDown,2,3,6,12,r,Correct,R,0,833903,NA,NA,NA,NA,NA,NA,NA,NA
19/05/2020,35:13.8,Discrete,KeyDown,2,3,6,12,w,Correct,W,0,2847571,NA,NA,NA,NA,NA,NA,NA,NA
19/05/2020,35:13.9,Discrete,KeyDown,2,3,6,12,e,Correct,E,0,9719816,NA,NA,NA,NA,NA,NA,NA,NA
19/05/2020,35:13.9,Discrete,Sequence Success,2,3,6,12,NA,NA,NA,NA,0,4653455,NA,NA,NA,NA,NA,NA,NA
19/05/2020,35:16.0,Discrete,InputWindowOver,2,3,7,12,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
19/05/2020,35:36.3,Discrete,KeyDown,2,3,7,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
19/05/2020,35:36.4,Discrete,KeyDown,2,3,7,13,r,Correct,R,0,9026551,NA,NA,NA,NA,NA,NA,NA,NA
19/05/2020,35:36.6,Discrete,KeyDown,2,3,7,13,w,Correct,W,0,2361268,NA,NA,NA,NA,NA,NA,NA,NA
19/05/2020,35:36.7,Discrete,KeyDown,2,3,7,13,e,Correct,E,0,9718916,NA,NA,NA,NA,NA,NA,NA,NA
