Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,15:23:12.1753,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0625638,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:12.3914,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,2151903,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:12.4812,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,09036723,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:12.4812,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,3681214,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:12.7382,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:12.8003,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0625451,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.0233,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,2223765,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.1133,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,09011802,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.1133,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,3750396,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.4262,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.4812,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0555602,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.7182,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,2364607,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.8360,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,1181039,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:13.8360,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,4101247,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.1338,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.2119,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0769952,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.4265,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,2146935,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.5093,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,08330286,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.5093,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,3749915,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.7736,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:14.8355,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0625871,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.0653,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,229168,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.1553,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,0902999,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.1553,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,382055,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.4051,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.4681,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0623382,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.6829,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,2152905,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.7666,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,08338568,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:15.7666,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,3610144,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:16.0237,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:16.0867,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0624365,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:16.4118,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,3263333,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:16.4751,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,06253481,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:16.4751,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,4513046,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:17.0303,Continuous,InputWindowOver,2,3,8,12,NA,NA,NA,NA,NA,9,0,4,9,Got Fish,NA,NA,
2020-05-19,15:23:49.9696,Continuous,Frustration Questionnaire,NA,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,
2020-05-19,15:24:27.1034,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.1731,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0694923,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.3534,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,18058,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.4303,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,07635731,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.4303,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3264296,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.6729,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.7149,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0416401,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:27.9229,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2083411,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.0202,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,09739971,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.0202,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3473809,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.2773,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.3254,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0486576,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.5412,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2159622,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.6450,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,1035058,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.6450,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3681256,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.8887,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:28.9307,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0417325,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.1529,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2228329,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.2568,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,1041901,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.2568,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3687555,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.4992,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.5552,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0556637,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.7978,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2430359,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.8740,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,07633662,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:29.8740,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3750362,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.1461,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.2085,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0624233,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.4307,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,222316,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.5137,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,08330664,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.5137,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,368046,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.7773,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:30.8475,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0694681,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.0753,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2292299,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.1804,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,1042578,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.1804,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,4029558,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.4308,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.4997,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0694057,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.7213,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2222356,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.8262,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,1040384,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:31.8262,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3956796,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:32.0970,Continuous,KeyDown,3,4,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:32.1738,Continuous,KeyDown,3,4,8,13,r,Correct,R,0,0765392,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:32.4024,Continuous,KeyDown,3,4,8,13,w,Correct,W,0,2288764,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:32.4783,Continuous,KeyDown,3,4,8,13,e,Correct,E,0,07632488,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:32.4783,Continuous,Sequence Success,3,4,8,13,NA,NA,NA,NA,0,3817405,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:32.9858,Continuous,InputWindowOver,3,4,8,13,NA,NA,NA,NA,NA,9,0,4,9,Fish Escaped,NA,NA,
2020-05-19,15:24:55.3483,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:55.4172,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,0695073,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:55.6053,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,1872193,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:55.6952,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,09071717,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:55.6952,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,3474438,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:55.9384,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:55.9875,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,0485111,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.2024,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,215257,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.2997,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,09715021,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.2997,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,3609183,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.5566,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.6126,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,055411,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.8273,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,2154933,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.9393,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,1109765,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:56.9393,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,3818808,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.1948,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.2581,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,06249661,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.4801,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,2220127,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.5561,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,07619819,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.5561,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,3607075,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.8201,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:57.8830,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,0624482,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.1263,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,2430706,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.2022,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,0763106,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.2022,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,3818294,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.4730,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.5149,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,0416618,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.7928,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,2778022,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.8827,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,09027487,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:58.8827,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,4097389,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.1264,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.1884,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,0625915,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.4111,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,2222531,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.5290,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,1180192,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.5290,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,4028638,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.7922,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:24:59.8621,Continuous,KeyDown,3,5,8,14,r,Correct,R,0,0694321,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:00.1119,Continuous,KeyDown,3,5,8,14,w,Correct,W,0,2505938,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:00.1889,Continuous,KeyDown,3,5,8,14,e,Correct,E,0,075939,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:00.1889,Continuous,Sequence Success,3,5,8,14,NA,NA,NA,NA,0,395965,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:00.5016,Continuous,KeyDown,3,5,8,14,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:00.6262,Continuous,KeyDown,3,5,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:01.1477,Continuous,Sequence Failed,3,5,8,14,NA,NA,NA,NA,0,5210177,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:01.1477,Continuous,InputWindowOver,3,5,9,14,NA,NA,NA,NA,NA,8,1,3,9,Got Fish,NA,NA,
2020-05-19,15:25:20.5926,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:20.6622,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0694997,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:20.8564,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,194214,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:20.9470,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,09024346,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:20.9470,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,3539571,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.1829,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.2525,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0693742,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.4607,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,208295,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.5447,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,08342844,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.5447,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,3610976,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.7943,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:21.8419,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0487875,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.0647,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,2221361,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.1410,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,07640132,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.1410,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,3473249,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.3913,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.4336,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0416915,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.6626,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,2286171,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.7589,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,09739,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:22.7589,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,3676986,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.0040,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.0723,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0693965,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.2949,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,221596,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.3712,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,07683849,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.3712,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,367831,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.6413,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.7039,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,062528,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:23.9395,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,2361622,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.0372,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,09730542,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.0372,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,3959956,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.2938,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.3652,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0698916,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.6065,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,2425353,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.6765,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,06952217,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.6765,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,3819491,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:24.9259,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.0302,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,1040647,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.2669,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,2360591,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.3561,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,09025431,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.3561,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,4303781,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.5997,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.6703,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0703146,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:25.9473,Continuous,KeyDown,3,5,9,15,w,Correct,W,0,2771428,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:26.0439,Continuous,KeyDown,3,5,9,15,e,Correct,E,0,09708419,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:26.0439,Continuous,Sequence Success,3,5,9,15,NA,NA,NA,NA,0,4445416,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:26.2873,Continuous,KeyDown,3,5,9,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:26.3774,Continuous,KeyDown,3,5,9,15,r,Correct,R,0,0901093,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:26.4683,Continuous,Sequence Failed,3,5,9,15,NA,NA,NA,NA,0,1804432,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:26.4683,Continuous,InputWindowOver,3,5,10,15,NA,NA,NA,NA,NA,9,1,5,10,Got Fish,NA,NA,
2020-05-19,15:25:45.8929,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:45.9413,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0487099,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.1353,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,1943852,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.2257,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,09028043,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.2257,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3333755,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.4549,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.4899,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0346739,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.6986,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2083363,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.8026,Continuous,KeyDown,3,4,10,16,e,Correct,E,0,1042056,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:46.8026,Continuous,Sequence Success,3,4,10,16,NA,NA,NA,NA,0,3472158,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.0521,Continuous,KeyDown,3,4,10,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.1085,Continuous,KeyDown,3,4,10,16,r,Correct,R,0,0556292,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:25:47.3303,Continuous,KeyDown,3,4,10,16,w,Correct,W,0,2223255,NA,NA,NA,NA,NA,NA,NA,NA,
