Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,15:20:59.7798,Continuous,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:20:59.8707,Continuous,KeyDown,2,2,4,7,r,Correct,R,0,0902818,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.0847,Continuous,KeyDown,2,2,4,7,w,Correct,W,0,2151923,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.1760,Continuous,KeyDown,2,2,4,7,e,Correct,E,0,09066179,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.1760,Continuous,Sequence Success,2,2,4,7,NA,NA,NA,NA,0,3961359,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.4540,Continuous,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.5361,Continuous,KeyDown,2,2,4,7,r,Correct,R,0,08291621,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.7793,Continuous,KeyDown,2,2,4,7,w,Correct,W,0,2431198,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.8972,Continuous,KeyDown,2,2,4,7,e,Correct,E,0,1181074,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:00.8972,Continuous,Sequence Success,2,2,4,7,NA,NA,NA,NA,0,4441434,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:01.1752,Continuous,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:01.3295,Continuous,KeyDown,2,2,4,7,r,Correct,R,0,153163,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:01.6128,Continuous,KeyDown,2,2,4,7,w,Correct,W,0,2843783,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:01.6959,Continuous,KeyDown,2,2,4,7,e,Correct,E,0,0833109,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:01.6959,Continuous,Sequence Success,2,2,4,7,NA,NA,NA,NA,0,5208523,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:04.4680,Continuous,InputWindowOver,2,2,4,7,NA,NA,NA,NA,NA,5,0,1,5,Fish Escaped,NA,NA,
2020-05-19,15:21:23.8986,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:23.9826,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,0833833,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.1772,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,1944533,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.2810,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,1041216,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.2810,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,3819581,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.5242,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.6001,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,0763473,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.8230,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2222053,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.9130,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,09032428,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:24.9130,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,3888769,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.1704,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.2473,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,07631381,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.4685,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2223835,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.5585,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,09018955,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.5585,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,3888869,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.8296,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:25.9063,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,0762629,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.1215,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2152474,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.2188,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,09725738,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.2188,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,3887677,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.4900,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.6083,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,1180307,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.8367,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2291511,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.9623,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,1250414,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:26.9623,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,4722232,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:27.2533,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:27.3515,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,09716859,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:27.5872,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2360689,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:27.6910,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,104216,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:27.6910,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,4374535,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:27.9486,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:28.0313,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,0832666,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:28.2604,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2293053,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:28.3443,Continuous,KeyDown,2,2,4,8,e,Correct,E,0,08324018,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:28.3443,Continuous,Sequence Success,2,2,4,8,NA,NA,NA,NA,0,3958121,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:29.6497,Continuous,InputWindowOver,2,2,5,8,NA,NA,NA,NA,NA,7,0,3,7,Got Fish,NA,NA,
2020-05-19,15:21:54.4352,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:54.5182,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,083373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:54.7204,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,2013742,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:54.8525,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,131957,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:54.8525,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,4167041,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.0885,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.1655,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,07654191,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.3935,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,2290268,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.4704,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,07630828,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.4704,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,381877,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.7490,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:55.8250,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,0764387,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.0606,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,23614,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.1652,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,1043606,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.1652,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,4169393,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.4292,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.5051,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,0764185,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.7339,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,2292071,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.8319,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,09715939,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:56.8319,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,402785,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.1093,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.1723,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,0626325,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.4213,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,2499026,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.5537,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,131993,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.5537,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,4445281,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.8244,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:57.9219,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,09715699,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:58.1443,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,2222238,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:58.2343,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,09036458,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:58.2343,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,4097454,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:58.5117,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:58.5747,Continuous,KeyDown,2,2,5,9,r,Correct,R,0,0624143,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:58.9215,Continuous,KeyDown,2,2,5,9,w,Correct,W,0,3472102,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:59.0117,Continuous,KeyDown,2,2,5,9,e,Correct,E,0,09031817,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:59.0117,Continuous,Sequence Success,2,2,5,9,NA,NA,NA,NA,0,4999426,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:21:59.2558,Continuous,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:00.3243,Continuous,Sequence Failed,2,2,5,9,NA,NA,NA,NA,1,069655,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:00.3253,Continuous,InputWindowOver,2,2,6,9,NA,NA,NA,NA,NA,7,1,4,8,Got Fish,NA,NA,
2020-05-19,15:22:20.0963,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.1665,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0695654,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.3810,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2151205,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.4715,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,09030971,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.4715,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,3749956,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.7221,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.7770,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0555099,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:20.9920,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2152879,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.1040,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,1111373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.1040,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,3819351,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.3609,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.4368,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0762418,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.6661,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2292117,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.7635,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,09721285,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:21.7635,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,4026664,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.0272,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.0904,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0625243,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.3396,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2499799,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.4232,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,08333248,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.4232,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,3958366,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.7145,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:22.7984,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0833802,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.0268,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2289329,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.1518,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,124964,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.1518,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,4372771,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.4302,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.5132,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0835714,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.7507,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2360793,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.8537,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,1041938,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:23.8537,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,4238445,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.1111,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.1938,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0833555,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.4442,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,2500213,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.5350,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,0901863,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.5350,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,4235631,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.7842,Continuous,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:24.8678,Continuous,KeyDown,2,3,6,10,r,Correct,R,0,0833304,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:25.1604,Continuous,KeyDown,2,3,6,10,w,Correct,W,0,292005,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:25.2564,Continuous,KeyDown,2,3,6,10,e,Correct,E,0,09682178,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:25.2564,Continuous,Sequence Success,2,3,6,10,NA,NA,NA,NA,0,4721572,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:25.9510,Continuous,InputWindowOver,2,3,6,10,NA,NA,NA,NA,NA,8,0,3,8,Fish Escaped,NA,NA,
2020-05-19,15:22:45.5011,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:45.5710,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0695999,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:45.7786,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,2082878,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:45.8829,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,1042856,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:45.8829,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,3821733,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.1330,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.1886,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0556337,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.4115,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,222267,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.5084,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,09717122,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.5084,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,3750719,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.7783,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:46.8276,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0485785,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.0627,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,2362303,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.1475,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,08326301,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.1475,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,3680719,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.4239,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.4870,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0624149,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.7225,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,236133,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.8200,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,09718379,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:47.8200,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,3957317,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.0921,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.1540,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0625146,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.3900,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,236332,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.5080,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,117875,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.5080,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,4167216,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.7721,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:48.8553,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0833316,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.0846,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,2292719,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.2025,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,118038,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.2025,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,4306415,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.4461,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.5084,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0624026,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.7370,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,2292378,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.8341,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,09747332,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:49.8341,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,3891137,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.0987,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.1607,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0625246,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.4041,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,24307,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.5296,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,1249089,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.5296,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,4305035,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.8283,Continuous,KeyDown,2,3,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:50.9110,Continuous,KeyDown,2,3,6,11,r,Correct,R,0,0833579,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:51.1680,Continuous,KeyDown,2,3,6,11,w,Correct,W,0,2570371,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:51.2793,Continuous,KeyDown,2,3,6,11,e,Correct,E,0,1110373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:51.2793,Continuous,Sequence Success,2,3,6,11,NA,NA,NA,NA,0,4514323,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:22:51.3273,Continuous,InputWindowOver,2,3,7,11,NA,NA,NA,NA,NA,9,0,3,9,Got Fish,NA,NA,
2020-05-19,15:23:10.9534,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.0094,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0555834,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.2033,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,1941586,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.2870,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,08368695,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.2870,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,3334289,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.5228,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.5789,Continuous,KeyDown,2,3,7,12,r,Correct,R,0,0555294,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.7793,Continuous,KeyDown,2,3,7,12,w,Correct,W,0,2009871,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.8712,Continuous,KeyDown,2,3,7,12,e,Correct,E,0,09097913,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:11.8712,Continuous,Sequence Success,2,3,7,12,NA,NA,NA,NA,0,3474956,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,15:23:12.1131,Continuous,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
