Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-19,18:46:16.0526,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:47.2870,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:47.4635,Continuous,KeyDown,1,1,0,1,r,Correct,R,0.1839587,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:47.7301,Continuous,KeyDown,1,1,0,1,w,Correct,W,0.2660201,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:47.9459,Continuous,KeyDown,1,1,0,1,e,Correct,E,0.2166445,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:47.9469,Continuous,Sequence Success,1,1,0,1,NA,NA,NA,NA,0.6666233,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:48.1959,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:48.2958,Continuous,KeyDown,1,1,0,1,r,Correct,R,0.1000019,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:48.5303,Continuous,KeyDown,1,1,0,1,w,Correct,W,0.2333201,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:48.7458,Continuous,KeyDown,1,1,0,1,e,Correct,E,0.2166912,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:48.7458,Continuous,Sequence Success,1,1,0,1,NA,NA,NA,NA,0.5500132,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.0133,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.1130,Continuous,KeyDown,1,1,0,1,r,Correct,R,0.1000236,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.3297,Continuous,KeyDown,1,1,0,1,w,Correct,W,0.2167049,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.5805,Continuous,KeyDown,1,1,0,1,e,Correct,E,0.2499733,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.5805,Continuous,Sequence Success,1,1,0,1,NA,NA,NA,NA,0.5667018,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.8131,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:49.9301,Continuous,KeyDown,1,1,0,1,r,Correct,R,0.116771,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:50.1629,Continuous,KeyDown,1,1,0,1,w,Correct,W,0.233422,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:50.3796,Continuous,KeyDown,1,1,0,1,e,Correct,E,0.2166052,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:50.3796,Continuous,Sequence Success,1,1,0,1,NA,NA,NA,NA,0.5667982,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:50.5961,Continuous,KeyDown,1,1,0,1,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:50.7459,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:51.0133,Continuous,KeyDown,1,1,0,1,w,Failed,R,0.2666861,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:51.0133,Continuous,Sequence Failed,1,1,0,1,NA,NA,NA,NA,0.2666861,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:51.3130,Continuous,KeyDown,1,1,0,1,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:51.6805,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:51.8132,Continuous,KeyDown,1,1,0,1,r,Correct,R,0.1330615,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:51.9799,Continuous,KeyDown,1,1,0,1,w,Correct,W,0.1667473,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:52.2123,Continuous,KeyDown,1,1,0,1,e,Correct,E,0.2334086,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:52.2132,Continuous,Sequence Success,1,1,0,1,NA,NA,NA,NA,0.5332174,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:46:53.3638,Continuous,InputWindowOver,1,1,1,1,NA,NA,NA,NA,NA,5,1,1,6,Got Fish,NA,NA,
2020-05-19,18:47:12.5294,Continuous,KeyDown,1,0,1,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:47:12.7291,Continuous,KeyDown,1,0,1,2,r,Correct,R,0.2000455,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-19,18:47:12.9459,Continuous,KeyDown,1,0,1,2,w,Correct,W,0.2166311,NA,NA,NA,NA,NA,NA,NA,NA,
