Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,13:00:00.1712,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:02.9161,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:36.0584,Continuous,KeyDown,1,1,1,2,e,Correct,E,0,1332549,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:36.0584,Continuous,Sequence Success,1,1,1,2,NA,NA,NA,NA,0,5666051,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:36.4416,Continuous,KeyDown,1,1,1,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:36.6922,Continuous,KeyDown,1,1,1,2,r,Correct,R,0,2499809,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:36.9755,Continuous,KeyDown,1,1,1,2,w,Correct,W,0,2834361,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:37.1592,Continuous,KeyDown,1,1,1,2,e,Correct,E,0,1832506,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:37.1592,Continuous,Sequence Success,1,1,1,2,NA,NA,NA,NA,0,7166676,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:37.5091,Continuous,KeyDown,1,1,1,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:37.7415,Continuous,KeyDown,1,1,1,2,r,Correct,R,0,2334367,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:37.9920,Continuous,KeyDown,1,1,1,2,w,Correct,W,0,2500291,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:38.1753,Continuous,KeyDown,1,1,1,2,e,Correct,E,0,1833066,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:38.1753,Continuous,Sequence Success,1,1,1,2,NA,NA,NA,NA,0,6667724,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:38.6585,Continuous,KeyDown,1,1,1,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:38.9085,Continuous,KeyDown,1,1,1,2,r,Correct,R,0,2501016,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:39.1251,Continuous,KeyDown,1,1,1,2,w,Correct,W,0,2165522,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:39.2418,Continuous,KeyDown,1,1,1,2,e,Correct,E,0,1168105,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:39.2418,Continuous,Sequence Success,1,1,1,2,NA,NA,NA,NA,0,5834643,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:01:39.3088,Continuous,InputWindowOver,1,1,1,2,NA,NA,NA,NA,NA,5,1,3,6,Fish Escaped,NA,NA,
2020-05-20,13:02:10.7581,Continuous,KeyDown,1,1,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:11.7744,Continuous,KeyDown,1,1,1,3,t,Correct,R,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:11.9082,Continuous,KeyDown,1,1,1,3,r,Correct,R,0,1330796,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:12.0915,Continuous,KeyDown,1,1,1,3,w,Correct,W,0,183373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:12.2582,Continuous,KeyDown,1,1,1,3,e,Correct,E,0,1667973,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:12.2582,Continuous,Sequence Success,1,1,1,3,NA,NA,NA,NA,0,48325,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:12.6908,Continuous,KeyDown,1,1,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:12.9580,Continuous,KeyDown,1,1,1,3,r,Correct,R,0,2665957,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:13.2250,Continuous,KeyDown,1,1,1,3,w,Correct,W,0,2667578,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:13.3582,Continuous,KeyDown,1,1,1,3,e,Correct,E,0,1332458,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:13.3582,Continuous,Sequence Success,1,1,1,3,NA,NA,NA,NA,0,6665992,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:13.8914,Continuous,KeyDown,1,1,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:14.0741,Continuous,KeyDown,1,1,1,3,r,Correct,R,0,1831719,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:14.5412,Continuous,KeyDown,1,1,1,3,w,Correct,W,0,4666224,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:15.2243,Continuous,KeyDown,1,1,1,3,e,Correct,E,0,6834422,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:15.2243,Continuous,Sequence Success,1,1,1,3,NA,NA,NA,NA,1,333236,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:15.4905,Continuous,InputWindowOver,1,1,2,3,NA,NA,NA,NA,NA,3,0,2,3,Got Fish,NA,NA,
2020-05-20,13:02:37.2573,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:37.4234,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,1667107,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:37.6903,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,2666485,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:37.8074,Continuous,KeyDown,1,0,2,4,e,Correct,E,0,1167083,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:37.8074,Continuous,Sequence Success,1,0,2,4,NA,NA,NA,NA,0,5500675,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:38.2230,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:38.4233,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,1999559,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:38.7232,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,3000165,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:38.8233,Continuous,KeyDown,1,0,2,4,e,Correct,E,0,09996778,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:38.8233,Continuous,Sequence Success,1,0,2,4,NA,NA,NA,NA,0,5999402,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:39.3073,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:39.4907,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,1831981,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:39.7905,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,3000731,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:39.9074,Continuous,KeyDown,1,0,2,4,e,Correct,E,0,116659,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:39.9074,Continuous,Sequence Success,1,0,2,4,NA,NA,NA,NA,0,5999302,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:40.3404,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:40.5403,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,2000441,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:40.7405,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,1999978,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:40.8407,Continuous,KeyDown,1,0,2,4,e,Correct,E,0,09986126,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:40.8407,Continuous,Sequence Success,1,0,2,4,NA,NA,NA,NA,0,4999031,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:41.1565,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:41.5072,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,3500067,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:41.7236,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,2167975,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:41.8232,Continuous,KeyDown,1,0,2,4,e,Correct,E,0,09981358,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:41.8232,Continuous,Sequence Success,1,0,2,4,NA,NA,NA,NA,0,6666178,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:42.1233,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:42.3064,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,1833166,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:42.5074,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,1999512,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:42.5904,Continuous,KeyDown,1,0,2,4,e,Correct,E,0,0834257,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:42.5904,Continuous,Sequence Success,1,0,2,4,NA,NA,NA,NA,0,4666935,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:42.9565,Continuous,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:43.1564,Continuous,KeyDown,1,0,2,4,r,Correct,R,0,2001149,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:43.3572,Continuous,KeyDown,1,0,2,4,w,Correct,W,0,2000071,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:43.4736,Continuous,Sequence Failed,1,0,2,4,NA,NA,NA,NA,0,5168297,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:02:43.4736,Continuous,InputWindowOver,1,0,3,4,NA,NA,NA,NA,NA,6,1,3,7,Got Fish,NA,NA,
2020-05-20,13:03:05.4060,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:06.3894,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,9832219,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:06.5892,Continuous,KeyDown,1,0,3,5,w,Correct,W,0,1999664,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:06.6733,Continuous,KeyDown,1,0,3,5,e,Correct,E,0,08325315,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:06.6733,Continuous,Sequence Success,1,0,3,5,NA,NA,NA,NA,1,266441,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:06.9733,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:07.1560,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,1833215,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:07.3565,Continuous,KeyDown,1,0,3,5,w,Correct,W,0,2000272,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:07.4723,Continuous,KeyDown,1,0,3,5,e,Correct,E,0,1165379,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:07.4733,Continuous,Sequence Success,1,0,3,5,NA,NA,NA,NA,0,4998865,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:07.8228,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:07.9731,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,1499516,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:08.2565,Continuous,KeyDown,1,0,3,5,w,Correct,W,0,2834741,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:08.3562,Continuous,KeyDown,1,0,3,5,e,Correct,E,0,09986266,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:08.3562,Continuous,Sequence Success,1,0,3,5,NA,NA,NA,NA,0,5332884,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:08.6063,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:08.7564,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,1499638,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:08.9563,Continuous,KeyDown,1,0,3,5,w,Correct,W,0,2000896,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.0564,Continuous,KeyDown,1,0,3,5,e,Correct,E,0,1000719,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.0564,Continuous,Sequence Success,1,0,3,5,NA,NA,NA,NA,0,4501253,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.3391,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.5065,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,1666617,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.7223,Continuous,KeyDown,1,0,3,5,w,Correct,W,0,2167341,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.8394,Continuous,KeyDown,1,0,3,5,e,Correct,E,0,1166287,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:09.8394,Continuous,Sequence Success,1,0,3,5,NA,NA,NA,NA,0,5000245,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:10.3065,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:10.4563,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,1498671,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:10.6560,Continuous,KeyDown,1,0,3,5,w,Correct,W,0,2001503,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:10.7727,Continuous,KeyDown,1,0,3,5,e,Correct,E,0,1165236,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:10.7727,Continuous,Sequence Success,1,0,3,5,NA,NA,NA,NA,0,466541,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:11.1724,Continuous,KeyDown,1,0,3,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:11.3062,Continuous,KeyDown,1,0,3,5,r,Correct,R,0,1333213,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:11.3892,Continuous,Sequence Failed,1,0,3,5,NA,NA,NA,NA,0,2165904,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:11.3892,Continuous,InputWindowOver,1,0,3,5,NA,NA,NA,NA,NA,6,1,4,7,Fish Escaped,NA,NA,
2020-05-20,13:03:34.0058,Continuous,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:34.1718,Continuous,KeyDown,1,0,3,6,r,Correct,R,0,1665897,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:34.3720,Continuous,KeyDown,1,0,3,6,w,Correct,W,0,2000529,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:34.4718,Continuous,KeyDown,1,0,3,6,e,Correct,E,0,0999659,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:34.4718,Continuous,Sequence Success,1,0,3,6,NA,NA,NA,NA,0,4666085,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:34.8051,Continuous,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:35.0383,Continuous,KeyDown,1,0,3,6,r,Correct,R,0,2332862,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:35.3057,Continuous,KeyDown,1,0,3,6,w,Correct,W,0,2666979,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:35.3887,Continuous,KeyDown,1,0,3,6,e,Correct,E,0,08336437,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:35.3887,Continuous,Sequence Success,1,0,3,6,NA,NA,NA,NA,0,5833485,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:35.6889,Continuous,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:35.9221,Continuous,KeyDown,1,0,3,6,r,Correct,R,0,2334269,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:36.3555,Continuous,KeyDown,1,0,3,6,e,Failed,W,0,4331933,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:36.3555,Continuous,Sequence Failed,1,0,3,6,NA,NA,NA,NA,0,6666202,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:36.5722,Continuous,KeyDown,1,0,3,6,w,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:36.7213,Continuous,KeyDown,1,0,3,6,e,Failed,T,0,1497495,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:37.0382,Continuous,KeyDown,1,0,3,6,t,Correct,T,0,316645,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:37.3215,Continuous,KeyDown,1,0,3,6,r,Correct,R,0,2833806,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:37.5056,Continuous,KeyDown,1,0,3,6,w,Correct,W,0,1832806,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:37.6055,Continuous,KeyDown,1,0,3,6,e,Correct,E,0,1000111,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:37.6055,Continuous,Sequence Success,1,0,3,6,NA,NA,NA,NA,1,033067,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:37.9056,Continuous,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:38.1383,Continuous,KeyDown,1,0,3,6,r,Correct,R,0,2333426,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:38.2891,Continuous,KeyDown,1,0,3,6,w,Correct,W,0,1501472,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:38.3887,Continuous,KeyDown,1,0,3,6,e,Correct,E,0,09992671,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:38.3887,Continuous,Sequence Success,1,0,3,6,NA,NA,NA,NA,0,4834165,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:38.9725,Continuous,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:39.1382,Continuous,KeyDown,1,0,3,6,r,Correct,R,0,1666225,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:39.4553,Continuous,KeyDown,1,0,3,6,w,Correct,W,0,3166651,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:39.5053,Continuous,Sequence Failed,1,0,3,6,NA,NA,NA,NA,0,5332563,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:03:39.5053,Continuous,InputWindowOver,1,0,4,6,NA,NA,NA,NA,NA,4,2,2,6,Got Fish,NA,NA,
2020-05-20,13:03:58.9712,Continuous,Frustration Questionnaire,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,
2020-05-20,13:04:31.0538,Continuous,KeyDown,1,0,4,7,,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:04:31.2207,Continuous,KeyDown,1,0,4,7,,Failed,T,0,1666128,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:04:34.2196,Continuous,Sequence Failed,1,0,4,7,NA,NA,NA,NA,3,166701,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:04:34.2206,Continuous,InputWindowOver,1,0,4,7,NA,NA,NA,NA,NA,0,1,0,1,Fish Escaped,NA,NA,
2020-05-20,13:04:56.5199,Continuous,KeyDown,2,2,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:04:56.8030,Continuous,KeyDown,2,2,4,8,r,Correct,R,0,2833329,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:04:57.0528,Continuous,KeyDown,2,2,4,8,w,Correct,W,0,2499733,NA,NA,NA,NA,NA,NA,NA,NA,
