Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,PerceivedControl
2020-06-12,13:19:37.1983,Discrete,KeyDown,1,1,0,2,w,Correct,W,0.145265,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:37.2812,Discrete,KeyDown,1,1,0,2,e,Correct,E,0.08500478,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:37.2812,Discrete,Sequence Success,1,1,0,2,NA,NA,NA,NA,0.3314653,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:39.6313,Discrete,InputWindowOver,1,1,1,2,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,13:19:59.6579,Discrete,KeyDown,1,0,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:59.7579,Discrete,KeyDown,1,0,1,3,r,Correct,R,0.1001311,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:59.9089,Discrete,KeyDown,1,0,1,3,,Correct,W,0.1460864,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:59.9878,Discrete,KeyDown,1,0,1,3,e,Correct,E,0.08367796,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:19:59.9878,Discrete,Sequence Success,1,0,1,3,NA,NA,NA,NA,0.3298955,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:02.3278,Discrete,InputWindowOver,1,0,2,3,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,13:20:19.6008,Discrete,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:19.6958,Discrete,KeyDown,1,0,2,4,r,Correct,R,0.09483859,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:19.8358,Discrete,KeyDown,1,0,2,4,w,Correct,W,0.1399451,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:19.9307,Discrete,KeyDown,1,0,2,4,e,Correct,E,0.09528816,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:19.9307,Discrete,Sequence Success,1,0,2,4,NA,NA,NA,NA,0.3300719,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:21.5643,Discrete,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:21.6583,Discrete,KeyDown,1,0,2,4,r,Correct,R,0.0939519,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:21.7253,Discrete,KeyDown,1,0,2,4,w,Correct,W,0.06450161,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:21.8363,Discrete,KeyDown,1,0,2,4,e,Correct,E,0.1128372,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:21.8363,Discrete,Sequence Success,1,0,2,4,NA,NA,NA,NA,0.2712907,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:22.2321,Discrete,InputWindowOver,1,0,2,4,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,NA,NA,
2020-06-12,13:20:39.3068,Discrete,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:39.4108,Discrete,KeyDown,1,1,2,5,r,Correct,R,0.1040983,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:39.5348,Discrete,KeyDown,1,1,2,5,w,Correct,W,0.1245096,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:39.6317,Discrete,KeyDown,1,1,2,5,e,Correct,E,0.09657638,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:39.6317,Discrete,Sequence Success,1,1,2,5,NA,NA,NA,NA,0.3251843,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:41.9512,Discrete,InputWindowOver,1,1,3,5,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,13:20:59.3042,Discrete,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:59.4001,Discrete,KeyDown,1,0,3,6,r,Correct,R,0.0967202,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:59.5321,Discrete,KeyDown,1,0,3,6,w,Correct,W,0.1309548,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:59.6281,Discrete,KeyDown,1,0,3,6,e,Correct,E,0.09649493,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:20:59.6281,Discrete,Sequence Success,1,0,3,6,NA,NA,NA,NA,0.3241699,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:00.2768,Discrete,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:00.4168,Discrete,KeyDown,1,0,3,6,r,Correct,R,0.139561,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:00.4588,Discrete,KeyDown,1,0,3,6,w,Correct,W,0.04275881,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:00.5977,Discrete,KeyDown,1,0,3,6,e,Correct,E,0.1383921,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:00.5977,Discrete,Sequence Success,1,0,3,6,NA,NA,NA,NA,0.3207119,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:02.1908,Discrete,InputWindowOver,1,0,3,6,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,NA,NA,
2020-06-12,13:21:18.8918,Discrete,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:18.9808,Discrete,KeyDown,1,0,3,7,r,Correct,R,0.089184,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:19.1168,Discrete,KeyDown,1,0,3,7,w,Correct,W,0.1342335,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:19.2177,Discrete,KeyDown,1,0,3,7,e,Correct,E,0.1016313,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:19.2177,Discrete,Sequence Success,1,0,3,7,NA,NA,NA,NA,0.3250487,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,13:21:21.5725,Discrete,InputWindowOver,1,0,4,7,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,13:21:24.2252,Discrete,Frustration Questionnaire,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,
