Date,Timestamp,PlayerID,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish
2020-05-10,21:09:42.0133,Lilla Banan,Discrete,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:09:42.0823,Lilla Banan,Discrete,KeyDown,1,1,0,1,r,Correct,R,0.0698872,NA,NA,NA,NA,NA,NA,
2020-05-10,21:09:42.1863,Lilla Banan,Discrete,KeyDown,1,1,0,1,w,Correct,W,0.1037754,NA,NA,NA,NA,NA,NA,
2020-05-10,21:09:42.2135,Lilla Banan,Discrete,Sequence Failed,1,1,0,1,NA,NA,NA,NA,0.2030059,NA,NA,NA,NA,NA,
2020-05-10,21:09:42.2145,Lilla Banan,Discrete,InputWindowOver,1,1,0,1,NA,NA,NA,NA,NA,2,1,2,3,Fish Escaped,
2020-05-10,21:10:00.7791,Lilla Banan,Discrete,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:00.8681,Lilla Banan,Discrete,KeyDown,1,0,0,2,r,Correct,R,0.0901009,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:01.0010,Lilla Banan,Discrete,KeyDown,1,0,0,2,w,Correct,W,0.1314577,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:01.0990,Lilla Banan,Discrete,KeyDown,1,0,0,2,e,Correct,E,0.09928605,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:01.0990,Lilla Banan,Discrete,Sequence Success,1,0,0,2,NA,NA,NA,NA,0.3208447,NA,NA,NA,NA,NA,
2020-05-10,21:10:03.0972,Lilla Banan,Discrete,InputWindowOver,1,0,1,2,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:10:21.9353,Lilla Banan,Discrete,KeyDown,1,1,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:22.0372,Lilla Banan,Discrete,KeyDown,1,1,1,3,r,Correct,R,0.1014026,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:22.1932,Lilla Banan,Discrete,KeyDown,1,1,1,3,w,Correct,W,0.155147,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:22.2871,Lilla Banan,Discrete,KeyDown,1,1,1,3,e,Correct,E,0.09496829,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:22.2871,Lilla Banan,Discrete,Sequence Success,1,1,1,3,NA,NA,NA,NA,0.3515179,NA,NA,NA,NA,NA,
2020-05-10,21:10:24.5388,Lilla Banan,Discrete,InputWindowOver,1,1,2,3,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:10:44.7324,Lilla Banan,Discrete,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:44.8234,Lilla Banan,Discrete,KeyDown,1,0,2,4,r,Correct,R,0.0906872,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:44.9713,Lilla Banan,Discrete,KeyDown,1,0,2,4,w,Correct,W,0.1475843,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:45.0565,Lilla Banan,Discrete,KeyDown,1,0,2,4,e,Correct,E,0.086226,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:45.0565,Lilla Banan,Discrete,Sequence Success,1,0,2,4,NA,NA,NA,NA,0.3244975,NA,NA,NA,NA,NA,
2020-05-10,21:10:46.4556,Lilla Banan,Discrete,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:46.5426,Lilla Banan,Discrete,KeyDown,1,0,2,4,r,Correct,R,0.086353,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:46.6625,Lilla Banan,Discrete,KeyDown,1,0,2,4,w,Correct,W,0.1196465,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:46.7475,Lilla Banan,Discrete,KeyDown,1,0,2,4,e,Correct,E,0.08458674,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:46.7475,Lilla Banan,Discrete,Sequence Success,1,0,2,4,NA,NA,NA,NA,0.2905862,NA,NA,NA,NA,NA,
2020-05-10,21:10:46.8704,Lilla Banan,Discrete,KeyDown,1,0,2,4,r,Failed,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:10:47.4762,Lilla Banan,Discrete,InputWindowOver,1,0,2,4,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,
2020-05-10,21:11:07.2199,Lilla Banan,Discrete,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:07.3119,Lilla Banan,Discrete,KeyDown,1,1,2,5,r,Correct,R,0.0922672,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:07.4469,Lilla Banan,Discrete,KeyDown,1,1,2,5,w,Correct,W,0.1342662,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:07.5348,Lilla Banan,Discrete,KeyDown,1,1,2,5,e,Correct,E,0.08765905,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:07.5348,Lilla Banan,Discrete,Sequence Success,1,1,2,5,NA,NA,NA,NA,0.3141924,NA,NA,NA,NA,NA,
2020-05-10,21:11:09.8736,Lilla Banan,Discrete,InputWindowOver,1,1,3,5,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:11:27.0500,Lilla Banan,Discrete,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:27.1320,Lilla Banan,Discrete,KeyDown,1,0,3,6,r,Correct,R,0.0819066,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:27.2669,Lilla Banan,Discrete,KeyDown,1,0,3,6,,Correct,W,0.1347485,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:27.3570,Lilla Banan,Discrete,KeyDown,1,0,3,6,e,Correct,E,0.09050046,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:27.3570,Lilla Banan,Discrete,Sequence Success,1,0,3,6,NA,NA,NA,NA,0.3071556,NA,NA,NA,NA,NA,
2020-05-10,21:11:29.6550,Lilla Banan,Discrete,InputWindowOver,1,0,4,6,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:11:55.5142,Lilla Banan,Discrete,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:55.6192,Lilla Banan,Discrete,KeyDown,2,2,4,7,r,Correct,R,0.1058404,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:55.7801,Lilla Banan,Discrete,KeyDown,2,2,4,7,w,Correct,W,0.1602253,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:55.9061,Lilla Banan,Discrete,KeyDown,2,2,4,7,e,Correct,E,0.1258759,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:55.9061,Lilla Banan,Discrete,Sequence Success,2,2,4,7,NA,NA,NA,NA,0.3919417,NA,NA,NA,NA,NA,
2020-05-10,21:11:56.4930,Lilla Banan,Discrete,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:56.6180,Lilla Banan,Discrete,KeyDown,2,2,4,7,r,Correct,R,0.1246412,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:56.8099,Lilla Banan,Discrete,KeyDown,2,2,4,7,w,Correct,W,0.1917471,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:56.8979,Lilla Banan,Discrete,KeyDown,2,2,4,7,e,Correct,E,0.08787519,NA,NA,NA,NA,NA,NA,
2020-05-10,21:11:56.8979,Lilla Banan,Discrete,Sequence Success,2,2,4,7,NA,NA,NA,NA,0.4042635,NA,NA,NA,NA,NA,
2020-05-10,21:11:57.7766,Lilla Banan,Discrete,InputWindowOver,2,2,4,7,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,
2020-05-10,21:12:15.3370,Lilla Banan,Discrete,KeyDown,2,3,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:15.4194,Lilla Banan,Discrete,KeyDown,2,3,4,8,r,Correct,R,0.08374839,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:15.5946,Lilla Banan,Discrete,KeyDown,2,3,4,8,w,Correct,W,0.1740713,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:15.7106,Lilla Banan,Discrete,KeyDown,2,3,4,8,e,Correct,E,0.1176774,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:15.7106,Lilla Banan,Discrete,Sequence Success,2,3,4,8,NA,NA,NA,NA,0.3754971,NA,NA,NA,NA,NA,
2020-05-10,21:12:17.9564,Lilla Banan,Discrete,InputWindowOver,2,3,5,8,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:12:36.8808,Lilla Banan,Discrete,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:36.9652,Lilla Banan,Discrete,KeyDown,2,2,5,9,r,Correct,R,0.08457369,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:37.1322,Lilla Banan,Discrete,KeyDown,2,2,5,9,w,Correct,W,0.1671503,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:37.2182,Lilla Banan,Discrete,KeyDown,2,2,5,9,e,Correct,E,0.08585066,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:37.2182,Lilla Banan,Discrete,Sequence Success,2,2,5,9,NA,NA,NA,NA,0.3375747,NA,NA,NA,NA,NA,
2020-05-10,21:12:39.5560,Lilla Banan,Discrete,InputWindowOver,2,2,6,9,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:12:56.6235,Lilla Banan,Discrete,KeyDown,2,3,6,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:56.7001,Lilla Banan,Discrete,KeyDown,2,3,6,10,r,Correct,R,0.0758794,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:56.9011,Lilla Banan,Discrete,KeyDown,2,3,6,10,w,Correct,W,0.2007239,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:57.0030,Lilla Banan,Discrete,KeyDown,2,3,6,10,e,Correct,E,0.1024853,NA,NA,NA,NA,NA,NA,
2020-05-10,21:12:57.0030,Lilla Banan,Discrete,Sequence Success,2,3,6,10,NA,NA,NA,NA,0.3790886,NA,NA,NA,NA,NA,
2020-05-10,21:12:59.4172,Lilla Banan,Discrete,InputWindowOver,2,3,6,10,NA,NA,NA,NA,NA,1,0,1,1,Fish Escaped,
2020-05-10,21:13:19.2304,Lilla Banan,Discrete,KeyDown,2,2,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:19.3284,Lilla Banan,Discrete,KeyDown,2,2,6,11,r,Correct,R,0.0980306,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:19.4893,Lilla Banan,Discrete,KeyDown,2,2,6,11,w,Correct,W,0.1596186,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:19.5873,Lilla Banan,Discrete,KeyDown,2,2,6,11,e,Correct,E,0.09889761,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:19.5873,Lilla Banan,Discrete,Sequence Success,2,2,6,11,NA,NA,NA,NA,0.3565468,NA,NA,NA,NA,NA,
2020-05-10,21:13:21.8342,Lilla Banan,Discrete,InputWindowOver,2,2,7,11,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:13:40.2922,Lilla Banan,Discrete,KeyDown,2,3,7,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:40.3832,Lilla Banan,Discrete,KeyDown,2,3,7,12,r,Correct,R,0.0922009,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:40.5403,Lilla Banan,Discrete,KeyDown,2,3,7,12,w,Correct,W,0.153983,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:40.6233,Lilla Banan,Discrete,KeyDown,2,3,7,12,e,Correct,E,0.08475173,NA,NA,NA,NA,NA,NA,
2020-05-10,21:13:40.6233,Lilla Banan,Discrete,Sequence Success,2,3,7,12,NA,NA,NA,NA,0.3309357,NA,NA,NA,NA,NA,
2020-05-10,21:13:42.7946,Lilla Banan,Discrete,InputWindowOver,2,3,8,12,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,
2020-05-10,21:14:17.6787,Lilla Banan,Discrete,KeyDown,3,5,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:17.7647,Lilla Banan,Discrete,KeyDown,3,5,8,13,r,Correct,R,0.08571429,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:17.9164,Lilla Banan,Discrete,KeyDown,3,5,8,13,w,Correct,W,0.1522234,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:18.0054,Lilla Banan,Discrete,KeyDown,3,5,8,13,e,Correct,E,0.08805937,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:18.0054,Lilla Banan,Discrete,Sequence Success,3,5,8,13,NA,NA,NA,NA,0.3259971,NA,NA,NA,NA,NA,
2020-05-10,21:14:19.0992,Lilla Banan,Discrete,KeyDown,3,5,8,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:19.1732,Lilla Banan,Discrete,KeyDown,3,5,8,13,r,Correct,R,0.0749542,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:19.2938,Lilla Banan,Discrete,KeyDown,3,5,8,13,w,Correct,W,0.1202649,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:19.4085,Lilla Banan,Discrete,KeyDown,3,5,8,13,e,Correct,E,0.114832,NA,NA,NA,NA,NA,NA,
2020-05-10,21:14:19.4085,Lilla Banan,Discrete,Sequence Success,3,5,8,13,NA,NA,NA,NA,0.3100511,NA,NA,NA,NA,NA,
2020-05-10,21:14:20.4567,Lilla Banan,Discrete,InputWindowOver,3,5,8,13,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,
