Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,PerceivedControl
12/06/2020,50:10.0,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.0,Continuous,KeyDown,3,4,11,20,r,Correct,R,0.0902335,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.1,Continuous,KeyDown,3,4,11,20,w,Correct,W,0.06710692,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.2,Continuous,KeyDown,3,4,11,20,e,Correct,E,0.0512182,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.2,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.2085586,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.6,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.7,Continuous,KeyDown,3,4,11,20,r,Correct,R,0.0620013,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.8,Continuous,KeyDown,3,4,11,20,w,Correct,W,0.08114398,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.8,Continuous,KeyDown,3,4,11,20,e,Correct,E,0.06728931,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:10.8,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.2104346,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:11.2,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:11.3,Continuous,KeyDown,3,4,11,20,r,Correct,R,0.0837909,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:11.4,Continuous,KeyDown,3,4,11,20,w,Correct,W,0.1087527,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:11.4,Continuous,KeyDown,3,4,11,20,e,Correct,E,0.01713079,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:11.4,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.2096744,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:11.9,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.0,Continuous,KeyDown,3,4,11,20,r,Correct,R,0.08601431,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.1,Continuous,KeyDown,3,4,11,20,w,Correct,W,0.07385511,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.1,Continuous,KeyDown,3,4,11,20,e,Correct,E,0.07004242,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.1,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.2299118,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.5,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.6,Continuous,KeyDown,3,4,11,20,r,Correct,R,0.1231344,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.7,Continuous,KeyDown,3,4,11,20,w,Correct,W,0.03916231,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.7,Continuous,KeyDown,3,4,11,20,e,Correct,E,0.06271401,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:12.7,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.2250107,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:13.2,Continuous,KeyDown,3,4,11,20,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:13.3,Continuous,KeyDown,3,4,11,20,r,Correct,R,0.08785811,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:13.4,Continuous,KeyDown,3,4,11,20,w,Correct,W,0.07541379,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:13.4,Continuous,KeyDown,3,4,11,20,e,Correct,E,0.05925252,NA,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:13.4,Continuous,Sequence Success,3,4,11,20,NA,NA,NA,NA,0.2225244,NA,NA,NA,NA,NA,NA,NA
12/06/2020,50:14.4,Continuous,InputWindowOver,3,4,12,20,NA,NA,NA,NA,NA,8,0,4,8,Got Fish,NA,NA
12/06/2020,50:18.7,Continuous,Quest Complete,NA,NA,12,20,NA,NA,NA,NA,NA,67,0,22,67,NA,4,NA
12/06/2020,50:21.6,Continuous,Session Summary,NA,NA,12,20,NA,NA,NA,NA,NA,145,8,59,153,NA,3.666667,7
