Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,PerceivedControl
2020-06-12,14:25:45.4738,Discrete,KeyDown,1,0,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:25:45.5698,Discrete,KeyDown,1,0,0,2,r,Correct,R,0.09581241,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:25:45.7390,Discrete,KeyDown,1,0,0,2,w,Correct,W,0.1678364,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:25:45.8386,Discrete,KeyDown,1,0,0,2,e,Correct,E,0.1015344,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:25:45.8386,Discrete,Sequence Success,1,0,0,2,NA,NA,NA,NA,0.3651832,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:25:48.1472,Discrete,InputWindowOver,1,0,1,2,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:26:05.3099,Discrete,KeyDown,1,1,1,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:05.4193,Discrete,KeyDown,1,1,1,3,r,Correct,R,0.1094096,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:05.5475,Discrete,KeyDown,1,1,1,3,w,Correct,W,0.1285234,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:05.6466,Discrete,KeyDown,1,1,1,3,e,Correct,E,0.09880364,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:05.6466,Discrete,Sequence Success,1,1,1,3,NA,NA,NA,NA,0.3367366,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:07.9477,Discrete,InputWindowOver,1,1,2,3,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:26:25.4554,Discrete,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:25.5553,Discrete,KeyDown,1,0,2,4,r,Correct,R,0.09953751,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:25.7173,Discrete,KeyDown,1,0,2,4,w,Correct,W,0.1623013,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:25.8093,Discrete,KeyDown,1,0,2,4,e,Correct,E,0.09144261,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:25.8093,Discrete,Sequence Success,1,0,2,4,NA,NA,NA,NA,0.3532814,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:27.5193,Discrete,KeyDown,1,0,2,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:27.6103,Discrete,KeyDown,1,0,2,4,r,Correct,R,0.0915663,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:27.7302,Discrete,KeyDown,1,0,2,4,w,Correct,W,0.1195722,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:27.8402,Discrete,KeyDown,1,0,2,4,e,Correct,E,0.1105059,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:27.8412,Discrete,Sequence Success,1,0,2,4,NA,NA,NA,NA,0.3216445,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:28.1471,Discrete,InputWindowOver,1,0,2,4,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,NA,NA,
2020-06-12,14:26:47.9231,Discrete,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:48.0340,Discrete,KeyDown,1,1,2,5,r,Correct,R,0.1117065,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:48.1990,Discrete,KeyDown,1,1,2,5,w,Correct,W,0.1649272,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:48.2719,Discrete,KeyDown,1,1,2,5,e,Correct,E,0.07226306,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:48.2719,Discrete,Sequence Success,1,1,2,5,NA,NA,NA,NA,0.3488967,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:49.1067,Discrete,KeyDown,1,1,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:49.2057,Discrete,KeyDown,1,1,2,5,r,Correct,R,0.09959591,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:49.3097,Discrete,KeyDown,1,1,2,5,w,Correct,W,0.1042155,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:49.4046,Discrete,KeyDown,1,1,2,5,e,Correct,E,0.09427263,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:49.4046,Discrete,Sequence Success,1,1,2,5,NA,NA,NA,NA,0.2980841,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:26:50.5272,Discrete,InputWindowOver,1,1,3,5,NA,NA,NA,NA,NA,2,0,1,2,Got Fish,NA,NA,
2020-06-12,14:27:10.7100,Discrete,KeyDown,1,0,3,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:10.8230,Discrete,KeyDown,1,0,3,6,r,Correct,R,0.1122323,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:10.9569,Discrete,KeyDown,1,0,3,6,w,Correct,W,0.1351618,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:11.0539,Discrete,KeyDown,1,0,3,6,,Correct,E,0.09127253,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:11.0539,Discrete,Sequence Success,1,0,3,6,NA,NA,NA,NA,0.3386666,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:13.3447,Discrete,InputWindowOver,1,0,4,6,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:27:16.3203,Discrete,Quest Complete,NA,NA,4,6,NA,NA,NA,NA,NA,9,0,5,9,NA,2,NA,
2020-06-12,14:27:36.6691,Discrete,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:36.7640,Discrete,KeyDown,2,2,4,7,r,Correct,R,0.0925167,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:36.9020,Discrete,KeyDown,2,2,4,7,w,Correct,W,0.1414121,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:36.9949,Discrete,KeyDown,2,2,4,7,e,Correct,E,0.09322906,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:36.9949,Discrete,Sequence Success,2,2,4,7,NA,NA,NA,NA,0.3271579,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:37.6877,Discrete,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:37.7797,Discrete,KeyDown,2,2,4,7,r,Correct,R,0.0923677,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:37.8927,Discrete,KeyDown,2,2,4,7,w,Correct,W,0.1127535,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:37.9776,Discrete,KeyDown,2,2,4,7,e,Correct,E,0.08535822,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:37.9776,Discrete,Sequence Success,2,2,4,7,NA,NA,NA,NA,0.2904795,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:38.4455,Discrete,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:38.5464,Discrete,KeyDown,2,2,4,7,r,Correct,R,0.1019021,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:38.6414,Discrete,KeyDown,2,2,4,7,w,Correct,W,0.09455831,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:38.7374,Discrete,KeyDown,2,2,4,7,e,Correct,E,0.09543884,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:38.7384,Discrete,Sequence Success,2,2,4,7,NA,NA,NA,NA,0.2918992,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:39.1542,Discrete,KeyDown,2,2,4,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:39.2178,Discrete,KeyDown,2,2,4,7,r,Correct,R,0.0646594,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:39.3037,Discrete,Sequence Failed,2,2,4,7,NA,NA,NA,NA,0.1499375,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:39.3047,Discrete,InputWindowOver,2,2,4,7,NA,NA,NA,NA,NA,3,1,3,4,Fish Escaped,NA,NA,
2020-06-12,14:27:56.9149,Discrete,KeyDown,2,3,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:57.0339,Discrete,KeyDown,2,3,4,8,r,Correct,R,0.1188611,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:57.1498,Discrete,KeyDown,2,3,4,8,w,Correct,W,0.1158149,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:57.2598,Discrete,KeyDown,2,3,4,8,e,Correct,E,0.1097766,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:57.2598,Discrete,Sequence Success,2,3,4,8,NA,NA,NA,NA,0.3444526,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:27:59.6644,Discrete,InputWindowOver,2,3,5,8,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:28:18.8466,Discrete,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:18.9246,Discrete,KeyDown,2,2,5,9,r,Correct,R,0.078061,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:19.0655,Discrete,KeyDown,2,2,5,9,w,Correct,W,0.1416587,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:19.1485,Discrete,KeyDown,2,2,5,9,e,Correct,E,0.08174413,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:19.1485,Discrete,Sequence Success,2,2,5,9,NA,NA,NA,NA,0.3014638,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:19.6893,Discrete,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:19.8043,Discrete,KeyDown,2,2,5,9,r,Correct,R,0.1148026,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:19.8979,Discrete,KeyDown,2,2,5,9,w,Correct,W,0.09507373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.0019,Discrete,KeyDown,2,2,5,9,e,Correct,E,0.1024699,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.0019,Discrete,Sequence Success,2,2,5,9,NA,NA,NA,NA,0.3123462,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.5167,Discrete,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.6137,Discrete,KeyDown,2,2,5,9,r,Correct,R,0.0977084,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.7096,Discrete,KeyDown,2,2,5,9,w,Correct,W,0.09572859,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.8136,Discrete,KeyDown,2,2,5,9,e,Correct,E,0.103583,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:20.8136,Discrete,Sequence Success,2,2,5,9,NA,NA,NA,NA,0.29702,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:21.4214,Discrete,KeyDown,2,2,5,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:21.5174,Discrete,KeyDown,2,2,5,9,r,Correct,R,0.0966918,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:21.6013,Discrete,KeyDown,2,2,5,9,w,Correct,W,0.08211111,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:21.6473,Discrete,Sequence Failed,2,2,5,9,NA,NA,NA,NA,0.2269348,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:21.6473,Discrete,InputWindowOver,2,2,5,9,NA,NA,NA,NA,NA,3,1,3,4,Fish Escaped,NA,NA,
2020-06-12,14:28:40.0783,Discrete,KeyDown,2,3,5,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:40.1563,Discrete,KeyDown,2,3,5,10,r,Correct,R,0.07866299,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:40.2942,Discrete,KeyDown,2,3,5,10,w,Correct,W,0.1375334,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:40.3952,Discrete,KeyDown,2,3,5,10,e,Correct,E,0.1009685,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:40.3952,Discrete,Sequence Success,2,3,5,10,NA,NA,NA,NA,0.3171649,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:41.3294,Discrete,KeyDown,2,3,5,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:28:42.7456,Discrete,InputWindowOver,2,3,6,10,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:29:00.9184,Discrete,KeyDown,2,2,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:01.0424,Discrete,KeyDown,2,2,6,11,r,Correct,R,0.1245752,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:01.1533,Discrete,KeyDown,2,2,6,11,w,Correct,W,0.1100948,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:01.2563,Discrete,KeyDown,2,2,6,11,e,Correct,E,0.1034825,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:01.2563,Discrete,Sequence Success,2,2,6,11,NA,NA,NA,NA,0.3381526,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:01.8775,Discrete,KeyDown,2,2,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:01.9555,Discrete,KeyDown,2,2,6,11,r,Correct,R,0.0835585,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:02.0737,Discrete,KeyDown,2,2,6,11,w,Correct,W,0.113993,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:02.1936,Discrete,KeyDown,2,2,6,11,e,Correct,E,0.1226091,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:02.1936,Discrete,Sequence Success,2,2,6,11,NA,NA,NA,NA,0.3201606,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:02.6895,Discrete,KeyDown,2,2,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:02.7945,Discrete,KeyDown,2,2,6,11,r,Correct,R,0.1053771,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:02.9024,Discrete,KeyDown,2,2,6,11,w,Correct,W,0.1071541,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:03.0144,Discrete,KeyDown,2,2,6,11,e,Correct,E,0.1119747,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:03.0144,Discrete,Sequence Success,2,2,6,11,NA,NA,NA,NA,0.3245059,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:03.5772,Discrete,KeyDown,2,2,6,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:03.6602,Discrete,KeyDown,2,2,6,11,r,Correct,R,0.08409461,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:03.7512,Discrete,Sequence Failed,2,2,6,11,NA,NA,NA,NA,0.1732138,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:03.7522,Discrete,InputWindowOver,2,2,6,11,NA,NA,NA,NA,NA,3,1,3,4,Fish Escaped,NA,NA,
2020-06-12,14:29:21.6383,Discrete,KeyDown,2,2,6,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:21.7353,Discrete,KeyDown,2,2,6,12,r,Correct,R,0.0972889,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:21.8569,Discrete,KeyDown,2,2,6,12,w,Correct,W,0.1217795,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:21.9416,Discrete,KeyDown,2,2,6,12,e,Correct,E,0.08488198,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:21.9416,Discrete,Sequence Success,2,2,6,12,NA,NA,NA,NA,0.3039504,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:24.2652,Discrete,InputWindowOver,2,2,7,12,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:29:41.8690,Discrete,KeyDown,2,2,7,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:41.9740,Discrete,KeyDown,2,2,7,13,r,Correct,R,0.1062686,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:42.1689,Discrete,KeyDown,2,2,7,13,w,Correct,W,0.1952254,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:42.2539,Discrete,KeyDown,2,2,7,13,e,Correct,E,0.08422276,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:42.2539,Discrete,Sequence Success,2,2,7,13,NA,NA,NA,NA,0.3857168,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:29:44.5071,Discrete,InputWindowOver,2,2,8,13,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:29:48.8171,Discrete,Quest Complete,NA,NA,8,13,NA,NA,NA,NA,NA,13,3,9,16,NA,4,NA,
2020-06-12,14:30:12.3115,Discrete,KeyDown,3,4,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:12.4070,Discrete,KeyDown,3,4,8,14,r,Correct,R,0.0963106,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:12.5430,Discrete,KeyDown,3,4,8,14,w,Correct,W,0.1351555,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:12.6379,Discrete,KeyDown,3,4,8,14,e,Correct,E,0.09577844,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:12.6379,Discrete,Sequence Success,3,4,8,14,NA,NA,NA,NA,0.3272445,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:13.3467,Discrete,KeyDown,3,4,8,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:13.4397,Discrete,KeyDown,3,4,8,14,r,Correct,R,0.0932882,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:13.5596,Discrete,KeyDown,3,4,8,14,w,Correct,W,0.1196942,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:13.6586,Discrete,KeyDown,3,4,8,14,e,Correct,E,0.09885599,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:13.6596,Discrete,Sequence Success,3,4,8,14,NA,NA,NA,NA,0.3118384,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:15.0677,Discrete,InputWindowOver,3,4,8,14,NA,NA,NA,NA,NA,2,0,2,2,Fish Escaped,NA,NA,
2020-06-12,14:30:36.1633,Discrete,KeyDown,3,4,8,15,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:36.2800,Discrete,KeyDown,3,4,8,15,r,Correct,R,0.1165135,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:36.4379,Discrete,KeyDown,3,4,8,15,w,Correct,W,0.1569464,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:36.5269,Discrete,KeyDown,3,4,8,15,e,Correct,E,0.0889568,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:36.5269,Discrete,Sequence Success,3,4,8,15,NA,NA,NA,NA,0.3624167,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:38.7078,Discrete,InputWindowOver,3,4,9,15,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:30:57.6438,Discrete,KeyDown,3,5,9,16,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:57.7348,Discrete,KeyDown,3,5,9,16,r,Correct,R,0.09188739,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:57.8787,Discrete,KeyDown,3,5,9,16,w,Correct,W,0.1418501,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:57.9547,Discrete,KeyDown,3,5,9,16,e,Correct,E,0.07761599,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:30:57.9547,Discrete,Sequence Success,3,5,9,16,NA,NA,NA,NA,0.3113535,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:00.2865,Discrete,InputWindowOver,3,5,10,16,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:31:21.1304,Discrete,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:21.2303,Discrete,KeyDown,3,4,10,17,r,Correct,R,0.1007675,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:21.3743,Discrete,KeyDown,3,4,10,17,w,Correct,W,0.1440003,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:21.4873,Discrete,KeyDown,3,4,10,17,e,Correct,E,0.1119783,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:21.4873,Discrete,Sequence Success,3,4,10,17,NA,NA,NA,NA,0.3567461,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:22.1387,Discrete,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:22.2387,Discrete,KeyDown,3,4,10,17,r,Correct,R,0.1001556,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:22.3596,Discrete,KeyDown,3,4,10,17,w,Correct,W,0.1197657,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:22.4446,Discrete,KeyDown,3,4,10,17,e,Correct,E,0.08638166,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:22.4446,Discrete,Sequence Success,3,4,10,17,NA,NA,NA,NA,0.306303,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:22.9894,Discrete,KeyDown,3,4,10,17,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:23.0564,Discrete,KeyDown,3,4,10,17,r,Correct,R,0.06742691,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:23.1724,Discrete,KeyDown,3,4,10,17,w,Correct,W,0.1164636,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:23.2703,Discrete,KeyDown,3,4,10,17,e,Correct,E,0.09719883,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:23.2703,Discrete,Sequence Success,3,4,10,17,NA,NA,NA,NA,0.2810893,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:23.8866,Discrete,InputWindowOver,3,4,10,17,NA,NA,NA,NA,NA,3,0,3,3,Fish Escaped,NA,NA,
2020-06-12,14:31:42.7395,Discrete,KeyDown,3,5,10,18,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:42.8355,Discrete,KeyDown,3,5,10,18,r,Correct,R,0.0966348,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:42.9905,Discrete,KeyDown,3,5,10,18,w,Correct,W,0.1548061,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:43.0674,Discrete,KeyDown,3,5,10,18,e,Correct,E,0.07580081,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:43.0674,Discrete,Sequence Success,3,5,10,18,NA,NA,NA,NA,0.3272417,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:31:45.5452,Discrete,InputWindowOver,3,5,11,18,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-06-12,14:32:06.3867,Discrete,KeyDown,3,4,11,19,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:06.4857,Discrete,KeyDown,3,4,11,19,r,Correct,R,0.0995163,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:06.6307,Discrete,KeyDown,3,4,11,19,w,Correct,W,0.143288,NA,NA,NA,NA,NA,NA,NA,NA,
2020-06-12,14:32:06.7243,Discrete,KeyDown,3,4,11,19,e,Correct,E,0.09484661,NA,NA,NA,NA,NA,NA,NA,NA,
