Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-12,22:11:22.7938,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:11:50.7448,Discrete,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:11:50.8348,Discrete,KeyDown,1,0,0,1,r,Correct,R,0.0939593,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:11:50.9647,Discrete,KeyDown,1,0,0,1,w,Correct,W,0.1285264,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:11:51.0487,Discrete,KeyDown,1,0,0,1,e,Correct,E,0.08488248,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:11:51.0497,Discrete,Sequence Success,1,0,0,1,NA,NA,NA,NA,0.3073682,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:11:53.5233,Discrete,InputWindowOver,1,0,0,1,NA,NA,NA,NA,NA,1,0,1,1,Fish Escaped,NA,NA,
2020-05-12,22:12:11.1987,Discrete,KeyDown,1,1,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:12:11.2927,Discrete,KeyDown,1,1,0,2,r,Correct,R,0.09459069,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:12:11.4006,Discrete,KeyDown,1,1,0,2,w,Correct,W,0.106684,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-12,22:12:11.4913,Discrete,KeyDown,1,1,0,2,e,Correct,E,0.09106153,NA,NA,NA,NA,NA,NA,NA,NA,
