Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration,
20/05/2020,04:09.4,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20/05/2020,04:46.2,Continuous,KeyDown,1,0,0,1,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
20/05/2020,04:46.3,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
20/05/2020,04:46.6,Continuous,KeyDown,1,0,0,1,r,Correct,R,0,2570082,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:46.7,Continuous,KeyDown,1,0,0,1,w,Correct,W,0,1319141,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:46.9,Continuous,KeyDown,1,0,0,1,e,Correct,E,0,2293024,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:46.9,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0,6182247,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:47.1,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
20/05/2020,04:47.3,Continuous,KeyDown,1,0,0,1,r,Correct,R,0,2495359,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:47.4,Continuous,KeyDown,1,0,0,1,w,Correct,W,0,9734245,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:47.7,Continuous,KeyDown,1,0,0,1,e,Correct,E,0,2431032,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:47.7,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0,5899815,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:47.8,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
20/05/2020,04:48.1,Continuous,KeyDown,1,0,0,1,r,Correct,R,0,270979,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:48.2,Continuous,KeyDown,1,0,0,1,w,Correct,W,0,1252442,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:48.5,Continuous,KeyDown,1,0,0,1,e,Correct,E,0,2636297,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:48.5,Continuous,Sequence Success,1,0,0,1,NA,NA,NA,NA,0,6598529,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:48.6,Continuous,KeyDown,1,0,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
20/05/2020,04:48.9,Continuous,KeyDown,1,0,0,1,r,Correct,R,0,2847312,NA,NA,NA,NA,NA,NA,NA,NA
20/05/2020,04:49.0,Continuous,KeyDown,1,0,0,1,w,Correct,W,0,1042576,NA,NA,NA,NA,NA,NA,NA,NA
