Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,13:50:58.3589,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:52:57.5970,Discrete,KeyDown,1,0,0,1,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:51.5741,Discrete,Sequence Failed,1,0,2,5,NA,NA,NA,NA,0,6388308,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:51.7747,Discrete,KeyDown,1,0,2,5,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:51.9555,Discrete,KeyDown,1,0,2,5,e,Failed,T,0,1806801,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:52.3658,Discrete,KeyDown,1,0,2,5,t,Correct,T,0,4096901,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:52.5184,Discrete,KeyDown,1,0,2,5,w,Failed,R,0,1528205,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:52.5184,Discrete,Sequence Failed,1,0,2,5,NA,NA,NA,NA,0,7431906,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:54:52.6643,Discrete,InputWindowOver,1,0,2,5,NA,NA,NA,NA,NA,0,3,0,3,Fish Escaped,NA,NA,
2020-05-20,13:55:16.0819,Discrete,KeyDown,1,1,2,6,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:16.2280,Discrete,KeyDown,1,1,2,6,w,Failed,T,0,1460322,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:16.5346,Discrete,KeyDown,1,1,2,6,e,Failed,T,0,3055921,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:16.5346,Discrete,Sequence Failed,1,1,2,6,NA,NA,NA,NA,0,4516243,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:16.7275,Discrete,KeyDown,1,1,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:16.9571,Discrete,KeyDown,1,1,2,6,r,Correct,R,0,2289922,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:17.0399,Discrete,KeyDown,1,1,2,6,w,Correct,W,0,08334753,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:17.3181,Discrete,KeyDown,1,1,2,6,e,Correct,E,0,2780753,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:17.3181,Discrete,Sequence Success,1,1,2,6,NA,NA,NA,NA,0,590415,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:17.4503,Discrete,KeyDown,1,1,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:17.6928,Discrete,KeyDown,1,1,2,6,r,Correct,R,0,2428604,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:17.8316,Discrete,KeyDown,1,1,2,6,w,Correct,W,0,1388167,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:18.1103,Discrete,KeyDown,1,1,2,6,e,Correct,E,0,2778997,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:18.1103,Discrete,Sequence Success,1,1,2,6,NA,NA,NA,NA,0,6595768,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:18.2840,Discrete,KeyDown,1,1,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:18.5337,Discrete,KeyDown,1,1,2,6,r,Correct,R,0,2498598,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:18.6585,Discrete,KeyDown,1,1,2,6,w,Correct,W,0,125216,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:18.8459,Discrete,InputWindowOver,1,1,3,6,NA,NA,NA,NA,NA,2,1,1,3,Got Fish,NA,NA,
2020-05-20,13:55:41.9585,Discrete,KeyDown,1,0,3,7,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:42.1107,Discrete,KeyDown,1,0,3,7,w,Failed,T,0,1528322,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:42.3752,Discrete,KeyDown,1,0,3,7,t,Correct,T,0,2637991,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:42.5001,Discrete,KeyDown,1,0,3,7,e,Failed,R,0,1248804,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:42.5001,Discrete,Sequence Failed,1,0,3,7,NA,NA,NA,NA,0,5415117,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:42.9447,Discrete,KeyDown,1,0,3,7,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:55:44.7852,Discrete,InputWindowOver,1,0,3,7,NA,NA,NA,NA,NA,0,1,0,1,Fish Escaped,NA,NA,
2020-05-20,13:56:05.6326,Discrete,KeyDown,1,0,3,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:05.8482,Discrete,KeyDown,1,0,3,8,r,Correct,R,0,2154464,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:05.9809,Discrete,KeyDown,1,0,3,8,w,Correct,W,0,1319005,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:06.2369,Discrete,KeyDown,1,0,3,8,e,Correct,E,0,257045,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:06.2369,Discrete,Sequence Success,1,0,3,8,NA,NA,NA,NA,0,6043919,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:06.4104,Discrete,KeyDown,1,0,3,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:06.6543,Discrete,KeyDown,1,0,3,8,r,Correct,R,0,2426949,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:08.4668,Discrete,InputWindowOver,1,0,4,8,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,13:56:29.8018,Discrete,Frustration Questionnaire,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,
2020-05-20,13:56:52.8707,Discrete,KeyDown,1,8,4,9,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:53.0588,Discrete,KeyDown,1,8,4,9,w,Failed,T,0,1878389,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:53.3153,Discrete,KeyDown,1,8,4,9,e,Failed,T,0,2566995,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:53.3153,Discrete,Sequence Failed,1,8,4,9,NA,NA,NA,NA,0,4445384,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:53.5176,Discrete,KeyDown,1,8,4,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:53.7531,Discrete,KeyDown,1,8,4,9,r,Correct,R,0,2361873,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:53.9060,Discrete,KeyDown,1,8,4,9,w,Correct,W,0,1526604,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:54.1348,Discrete,KeyDown,1,8,4,9,e,Correct,E,0,2294145,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:54.1348,Discrete,Sequence Success,1,8,4,9,NA,NA,NA,NA,0,6182622,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:54.3295,Discrete,KeyDown,1,8,4,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:54.5722,Discrete,KeyDown,1,8,4,9,r,Correct,R,0,2430442,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:56:55.5241,Discrete,InputWindowOver,1,8,5,9,NA,NA,NA,NA,NA,1,1,0,2,Got Fish,NA,NA,
2020-05-20,13:57:23.6500,Discrete,KeyDown,2,2,5,10,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:23.8931,Discrete,KeyDown,2,2,5,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:24.1367,Discrete,KeyDown,2,2,5,10,r,Correct,R,0,2432099,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:24.3169,Discrete,KeyDown,2,2,5,10,w,Correct,W,0,180633,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:24.5531,Discrete,KeyDown,2,2,5,10,e,Correct,E,0,2359405,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:24.5531,Discrete,Sequence Success,2,2,5,10,NA,NA,NA,NA,0,6597834,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:24.7829,Discrete,KeyDown,2,2,5,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:25.0391,Discrete,KeyDown,2,2,5,10,r,Correct,R,0,2571027,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:25.1922,Discrete,KeyDown,2,2,5,10,w,Correct,W,0,1526112,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:25.4352,Discrete,KeyDown,2,2,5,10,e,Correct,E,0,2431808,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:25.4352,Discrete,Sequence Success,2,2,5,10,NA,NA,NA,NA,0,6528947,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:25.7200,Discrete,KeyDown,2,2,5,10,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:25.9559,Discrete,KeyDown,2,2,5,10,r,Correct,R,0,2365617,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:26.0951,Discrete,KeyDown,2,2,5,10,w,Correct,W,0,1386786,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:26.3239,Discrete,KeyDown,2,2,5,10,e,Correct,E,0,2293664,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:26.3239,Discrete,Sequence Success,2,2,5,10,NA,NA,NA,NA,0,6046067,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:26.5460,Discrete,InputWindowOver,2,2,5,10,NA,NA,NA,NA,NA,3,0,3,3,Fish Escaped,NA,NA,
2020-05-20,13:57:48.6443,Discrete,KeyDown,2,3,5,11,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:48.8600,Discrete,KeyDown,2,3,5,11,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:49.1240,Discrete,KeyDown,2,3,5,11,r,Correct,R,0,2637345,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:49.2551,Discrete,KeyDown,2,3,5,11,w,Correct,W,0,1322148,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:49.4713,Discrete,KeyDown,2,3,5,11,e,Correct,E,0,215213,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:49.4713,Discrete,Sequence Success,2,3,5,11,NA,NA,NA,NA,0,6111623,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:57:51.5060,Discrete,InputWindowOver,2,3,6,11,NA,NA,NA,NA,NA,1,0,0,1,Got Fish,NA,NA,
2020-05-20,13:58:15.2293,Discrete,KeyDown,2,3,6,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:15.4720,Discrete,KeyDown,2,3,6,12,r,Correct,R,0,242731,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:15.6388,Discrete,KeyDown,2,3,6,12,w,Correct,W,0,1667552,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:15.8676,Discrete,KeyDown,2,3,6,12,e,Correct,E,0,2291201,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:15.8676,Discrete,Sequence Success,2,3,6,12,NA,NA,NA,NA,0,6386064,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:16.0761,Discrete,KeyDown,2,3,6,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:16.3329,Discrete,KeyDown,2,3,6,12,r,Correct,R,0,2567881,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:16.4580,Discrete,KeyDown,2,3,6,12,w,Correct,W,0,1252199,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:16.7079,Discrete,KeyDown,2,3,6,12,e,Correct,E,0,2497731,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:16.7079,Discrete,Sequence Success,2,3,6,12,NA,NA,NA,NA,0,6317811,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:16.8616,Discrete,KeyDown,2,3,6,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:17.0977,Discrete,KeyDown,2,3,6,12,r,Correct,R,0,2360399,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:17.2496,Discrete,KeyDown,2,3,6,12,w,Correct,W,0,1527532,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:17.5150,Discrete,KeyDown,2,3,6,12,e,Correct,E,0,263755,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:17.5150,Discrete,Sequence Success,2,3,6,12,NA,NA,NA,NA,0,6525481,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:17.7356,Discrete,KeyDown,2,3,6,12,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:17.9658,Discrete,KeyDown,2,3,6,12,r,Correct,R,0,2292274,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:18.0836,Discrete,Sequence Failed,2,3,6,12,NA,NA,NA,NA,0,34759,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:18.0836,Discrete,InputWindowOver,2,3,6,12,NA,NA,NA,NA,NA,3,1,3,4,Fish Escaped,NA,NA,
2020-05-20,13:58:43.1196,Discrete,KeyDown,2,3,6,13,r,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:43.2298,Discrete,KeyDown,2,3,6,13,w,Failed,T,0,1110826,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:43.4592,Discrete,KeyDown,2,3,6,13,e,Failed,T,0,2291601,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:43.4592,Discrete,Sequence Failed,2,3,6,13,NA,NA,NA,NA,0,3402427,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:43.6750,Discrete,KeyDown,2,3,6,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:43.9382,Discrete,KeyDown,2,3,6,13,r,Correct,R,0,2640597,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:44.0703,Discrete,KeyDown,2,3,6,13,w,Correct,W,0,1319737,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:44.3000,Discrete,KeyDown,2,3,6,13,e,Correct,E,0,2290675,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:44.3000,Discrete,Sequence Success,2,3,6,13,NA,NA,NA,NA,0,6251009,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:44.5221,Discrete,KeyDown,2,3,6,13,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:44.7650,Discrete,KeyDown,2,3,6,13,r,Correct,R,0,2432084,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:44.8900,Discrete,KeyDown,2,3,6,13,w,Correct,W,0,1250847,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:45.1194,Discrete,KeyDown,2,3,6,13,e,Correct,E,0,2291488,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:45.1194,Discrete,Sequence Success,2,3,6,13,NA,NA,NA,NA,0,5974419,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:58:45.9661,Discrete,InputWindowOver,2,3,7,13,NA,NA,NA,NA,NA,2,1,1,3,Got Fish,NA,NA,
2020-05-20,13:59:06.8149,Discrete,KeyDown,2,2,7,14,e,Failed,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:06.9607,Discrete,KeyDown,2,2,7,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:07.1893,Discrete,KeyDown,2,2,7,14,r,Correct,R,0,2291843,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:07.3149,Discrete,KeyDown,2,2,7,14,w,Correct,W,0,1250439,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:07.5507,Discrete,KeyDown,2,2,7,14,e,Correct,E,0,2362298,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:07.5507,Discrete,Sequence Success,2,2,7,14,NA,NA,NA,NA,0,590458,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:07.7663,Discrete,KeyDown,2,2,7,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:07.9947,Discrete,KeyDown,2,2,7,14,r,Correct,R,0,2289929,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:08.1200,Discrete,KeyDown,2,2,7,14,w,Correct,W,0,1249939,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:08.3432,Discrete,KeyDown,2,2,7,14,e,Correct,E,0,2221823,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:08.3432,Discrete,Sequence Success,2,2,7,14,NA,NA,NA,NA,0,5761691,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:08.5443,Discrete,KeyDown,2,2,7,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:08.7731,Discrete,KeyDown,2,2,7,14,r,Correct,R,0,229104,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:08.9260,Discrete,KeyDown,2,2,7,14,w,Correct,W,0,1530144,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:09.1626,Discrete,KeyDown,2,2,7,14,e,Correct,E,0,2359697,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:09.1626,Discrete,Sequence Success,2,2,7,14,NA,NA,NA,NA,0,6180881,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:09.3776,Discrete,KeyDown,2,2,7,14,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,13:59:09.5649,Discrete,Sequence Failed,2,2,7,14,NA,NA,NA,NA,0,1875301,NA,NA,NA,NA,NA,NA,NA,
