Date,Timestamp,currentCondition,Event,WorldID,FishID,TotalFishCaught,BubbleNumber,KeyCode,CorrectKey,KeyExpected,TimeSinceLastKey,SequenceCompleteTime,CorrectSequencesEntered,SequencesFailed,CorrectSequencesDiscarded,TotalAttemptsInBubble,GotFish,InstantFrustration,GlobalFrustration
2020-05-20,18:30:23.0459,,Game Started!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:31:28.0855,Continuous,KeyDown,1,1,0,1,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:31:59.2752,Continuous,KeyDown,1,1,0,2,r,Correct,R,0,7499512,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:31:59.6088,Continuous,KeyDown,1,1,0,2,w,Correct,W,0,3333749,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:31:59.9089,Continuous,KeyDown,1,1,0,2,e,Correct,E,0,2999367,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:31:59.9099,Continuous,Sequence Success,1,1,0,2,NA,NA,NA,NA,1,383263,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:00.3586,Continuous,KeyDown,1,1,0,2,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:01.0264,Continuous,KeyDown,1,1,0,2,r,Correct,R,0,6667002,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:01.4420,Continuous,Sequence Failed,1,1,0,2,NA,NA,NA,NA,1,083325,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:01.4420,Continuous,InputWindowOver,1,1,0,2,NA,NA,NA,NA,NA,2,1,0,3,Fish Escaped,NA,NA,
2020-05-20,18:32:26.2767,Continuous,KeyDown,1,1,0,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:26.5924,Continuous,KeyDown,1,1,0,3,r,Correct,R,0,3167037,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:27.3593,Continuous,KeyDown,1,1,0,3,w,Correct,W,0,7667038,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:27.6760,Continuous,KeyDown,1,1,0,3,e,Correct,E,0,3167373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:27.6760,Continuous,Sequence Success,1,1,0,3,NA,NA,NA,NA,1,400145,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:28.0426,Continuous,KeyDown,1,1,0,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:28.3264,Continuous,KeyDown,1,1,0,3,r,Correct,R,0,2833704,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:28.6922,Continuous,KeyDown,1,1,0,3,w,Correct,W,0,3666172,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:29.0275,Continuous,KeyDown,1,1,0,3,e,Correct,E,0,3334528,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:29.0275,Continuous,Sequence Success,1,1,0,3,NA,NA,NA,NA,0,9834403,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:29.3757,Continuous,KeyDown,1,1,0,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:29.6764,Continuous,KeyDown,1,1,0,3,r,Correct,R,0,2998939,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:29.9928,Continuous,KeyDown,1,1,0,3,w,Correct,W,0,3168575,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:30.2925,Continuous,KeyDown,1,1,0,3,e,Correct,E,0,2998667,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:30.2925,Continuous,Sequence Success,1,1,0,3,NA,NA,NA,NA,0,916618,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:30.8765,Continuous,KeyDown,1,1,0,3,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:31.1093,Continuous,KeyDown,1,1,0,3,r,Correct,R,0,2333324,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:31.4096,Continuous,KeyDown,1,1,0,3,w,Correct,W,0,2999786,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:31.6264,Continuous,KeyDown,1,1,0,3,e,Correct,E,0,2168075,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:31.6264,Continuous,Sequence Success,1,1,0,3,NA,NA,NA,NA,0,7501185,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:31.8102,Continuous,InputWindowOver,1,1,1,3,NA,NA,NA,NA,NA,4,0,0,4,Got Fish,NA,NA,
2020-05-20,18:32:58.0609,Continuous,KeyDown,1,1,1,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:58.4102,Continuous,KeyDown,1,1,1,4,r,Correct,R,0,3500905,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:58.7435,Continuous,KeyDown,1,1,1,4,w,Correct,W,0,3332408,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:59.0771,Continuous,KeyDown,1,1,1,4,e,Correct,E,0,3333798,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:59.0771,Continuous,Sequence Success,1,1,1,4,NA,NA,NA,NA,1,016711,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:59.4274,Continuous,KeyDown,1,1,1,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:59.6601,Continuous,KeyDown,1,1,1,4,r,Correct,R,0,2333888,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:32:59.9768,Continuous,KeyDown,1,1,1,4,w,Correct,W,0,3166502,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:00.2442,Continuous,KeyDown,1,1,1,4,e,Correct,E,0,2666611,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:00.2442,Continuous,Sequence Success,1,1,1,4,NA,NA,NA,NA,0,8167001,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:00.5768,Continuous,KeyDown,1,1,1,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:00.7933,Continuous,KeyDown,1,1,1,4,r,Correct,R,0,2166703,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:01.0441,Continuous,KeyDown,1,1,1,4,w,Correct,W,0,250148,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:01.3108,Continuous,KeyDown,1,1,1,4,e,Correct,E,0,266614,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:01.3108,Continuous,Sequence Success,1,1,1,4,NA,NA,NA,NA,0,7334324,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:01.6442,Continuous,KeyDown,1,1,1,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:01.9110,Continuous,KeyDown,1,1,1,4,r,Correct,R,0,2666488,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:02.2105,Continuous,KeyDown,1,1,1,4,w,Correct,W,0,3001382,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:02.4272,Continuous,KeyDown,1,1,1,4,e,Correct,E,0,2166799,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:02.4272,Continuous,Sequence Success,1,1,1,4,NA,NA,NA,NA,0,7834669,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:02.7935,Continuous,KeyDown,1,1,1,4,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:03.0602,Continuous,Sequence Failed,1,1,1,4,NA,NA,NA,NA,0,2666955,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:03.0602,Continuous,InputWindowOver,1,1,2,4,NA,NA,NA,NA,NA,4,1,1,5,Got Fish,NA,NA,
2020-05-20,18:33:26.1775,Continuous,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:26.4608,Continuous,KeyDown,1,0,2,5,r,Correct,R,0,283506,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:26.7451,Continuous,KeyDown,1,0,2,5,w,Correct,W,0,2832374,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:27.0448,Continuous,KeyDown,1,0,2,5,e,Correct,E,0,2999941,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:27.0448,Continuous,Sequence Success,1,0,2,5,NA,NA,NA,NA,0,8667375,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:27.3282,Continuous,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:27.5779,Continuous,KeyDown,1,0,2,5,r,Correct,R,0,2500761,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:27.8448,Continuous,KeyDown,1,0,2,5,w,Correct,W,0,2666681,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:28.1276,Continuous,KeyDown,1,0,2,5,e,Correct,E,0,2833673,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:28.1286,Continuous,Sequence Success,1,0,2,5,NA,NA,NA,NA,0,8001115,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:28.4446,Continuous,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:28.6610,Continuous,KeyDown,1,0,2,5,r,Correct,R,0,216749,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:28.9447,Continuous,KeyDown,1,0,2,5,w,Correct,W,0,283251,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:29.1781,Continuous,KeyDown,1,0,2,5,e,Correct,E,0,2333925,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:29.1781,Continuous,Sequence Success,1,0,2,5,NA,NA,NA,NA,0,7333925,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:29.4778,Continuous,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:29.7275,Continuous,KeyDown,1,0,2,5,r,Correct,R,0,2499754,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:30.0612,Continuous,KeyDown,1,0,2,5,w,Correct,W,0,3333236,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:30.3445,Continuous,KeyDown,1,0,2,5,e,Correct,E,0,2833658,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:30.3445,Continuous,Sequence Success,1,0,2,5,NA,NA,NA,NA,0,8666648,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:30.7787,Continuous,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:30.9944,Continuous,KeyDown,1,0,2,5,r,Correct,R,0,2167683,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:31.3447,Continuous,KeyDown,1,0,2,5,w,Correct,W,0,3499351,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:31.6281,Continuous,KeyDown,1,0,2,5,e,Correct,E,0,283373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:31.6281,Continuous,Sequence Success,1,0,2,5,NA,NA,NA,NA,0,8500764,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:31.9618,Continuous,KeyDown,1,0,2,5,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:32.2116,Continuous,KeyDown,1,0,2,5,r,Correct,R,0,2500908,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:32.2275,Continuous,Sequence Failed,1,0,2,5,NA,NA,NA,NA,0,2666869,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:32.2285,Continuous,InputWindowOver,1,0,2,5,NA,NA,NA,NA,NA,5,1,3,6,Fish Escaped,NA,NA,
2020-05-20,18:33:55.8955,Continuous,KeyDown,1,0,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:56.2951,Continuous,KeyDown,1,0,2,6,r,Correct,R,0,4000593,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:56.6784,Continuous,KeyDown,1,0,2,6,w,Correct,W,0,3833588,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:57.0620,Continuous,KeyDown,1,0,2,6,e,Correct,E,0,3832605,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:57.0620,Continuous,Sequence Success,1,0,2,6,NA,NA,NA,NA,1,166679,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:57.5793,Continuous,KeyDown,1,0,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:57.8293,Continuous,KeyDown,1,0,2,6,r,Correct,R,0,2500884,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:58.1292,Continuous,KeyDown,1,0,2,6,w,Correct,W,0,299894,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:58.4296,Continuous,KeyDown,1,0,2,6,e,Correct,E,0,3001269,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:58.4296,Continuous,Sequence Success,1,0,2,6,NA,NA,NA,NA,0,8501093,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:58.7792,Continuous,KeyDown,1,0,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:59.1118,Continuous,KeyDown,1,0,2,6,r,Correct,R,0,3332607,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:59.5125,Continuous,KeyDown,1,0,2,6,w,Correct,W,0,4000202,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:59.8792,Continuous,KeyDown,1,0,2,6,e,Correct,E,0,3667551,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:33:59.8792,Continuous,Sequence Success,1,0,2,6,NA,NA,NA,NA,1,100036,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:00.1958,Continuous,KeyDown,1,0,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:00.4955,Continuous,KeyDown,1,0,2,6,r,Correct,R,0,3000205,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:00.7792,Continuous,KeyDown,1,0,2,6,w,Correct,W,0,2834373,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:01.0461,Continuous,KeyDown,1,0,2,6,e,Correct,E,0,2666906,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:01.0461,Continuous,Sequence Success,1,0,2,6,NA,NA,NA,NA,0,8501483,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:01.4130,Continuous,KeyDown,1,0,2,6,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:01.6125,Continuous,Sequence Failed,1,0,2,6,NA,NA,NA,NA,0,2000818,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:01.6125,Continuous,InputWindowOver,1,0,3,6,NA,NA,NA,NA,NA,4,1,1,5,Got Fish,NA,NA,
2020-05-20,18:34:20.6967,Continuous,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:20.9625,Continuous,KeyDown,1,0,3,7,r,Correct,R,0,2666488,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:21.2633,Continuous,KeyDown,1,0,3,7,w,Correct,W,0,3000006,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:21.5801,Continuous,KeyDown,1,0,3,7,e,Correct,E,0,3167014,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:21.5801,Continuous,Sequence Success,1,0,3,7,NA,NA,NA,NA,0,8833507,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:21.8799,Continuous,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:22.1127,Continuous,KeyDown,1,0,3,7,r,Correct,R,0,2333377,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:22.3632,Continuous,KeyDown,1,0,3,7,w,Correct,W,0,2501164,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:22.6469,Continuous,KeyDown,1,0,3,7,e,Correct,E,0,2832331,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:22.6469,Continuous,Sequence Success,1,0,3,7,NA,NA,NA,NA,0,7666872,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:22.9129,Continuous,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:23.1626,Continuous,KeyDown,1,0,3,7,r,Correct,R,0,2499965,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:23.3961,Continuous,KeyDown,1,0,3,7,w,Correct,W,0,2333359,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:23.6798,Continuous,KeyDown,1,0,3,7,e,Correct,E,0,2833015,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:23.6798,Continuous,Sequence Success,1,0,3,7,NA,NA,NA,NA,0,7666339,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:23.9798,Continuous,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:24.1802,Continuous,KeyDown,1,0,3,7,r,Correct,R,0,2002656,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:24.4630,Continuous,KeyDown,1,0,3,7,w,Correct,W,0,283129,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:24.7128,Continuous,KeyDown,1,0,3,7,e,Correct,E,0,2500072,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:24.7128,Continuous,Sequence Success,1,0,3,7,NA,NA,NA,NA,0,7334018,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:25.0635,Continuous,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:25.2960,Continuous,KeyDown,1,0,3,7,r,Correct,R,0,2332941,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:25.5468,Continuous,KeyDown,1,0,3,7,w,Correct,W,0,2499846,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:25.7966,Continuous,KeyDown,1,0,3,7,e,Correct,E,0,2500325,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:25.7966,Continuous,Sequence Success,1,0,3,7,NA,NA,NA,NA,0,7333112,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:26.1130,Continuous,KeyDown,1,0,3,7,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:26.4127,Continuous,KeyDown,1,0,3,7,r,Correct,R,0,2999536,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:26.4297,Continuous,Sequence Failed,1,0,3,7,NA,NA,NA,NA,0,3168743,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:34:26.4307,Continuous,InputWindowOver,1,0,4,7,NA,NA,NA,NA,NA,5,1,4,6,Got Fish,NA,NA,
2020-05-20,18:35:09.1986,Continuous,Frustration Questionnaire,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
2020-05-20,18:35:32.4148,Continuous,KeyDown,1,8,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:32.6991,Continuous,KeyDown,1,8,4,8,r,Correct,R,0,2834387,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:33.1317,Continuous,KeyDown,1,8,4,8,w,Correct,W,0,433268,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:33.4990,Continuous,KeyDown,1,8,4,8,e,Correct,E,0,3667268,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:33.4990,Continuous,Sequence Success,1,8,4,8,NA,NA,NA,NA,1,083434,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:33.9990,Continuous,KeyDown,1,8,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:34.2488,Continuous,KeyDown,1,8,4,8,r,Correct,R,0,2499066,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:34.5651,Continuous,KeyDown,1,8,4,8,w,Correct,W,0,31667,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:34.8489,Continuous,KeyDown,1,8,4,8,e,Correct,E,0,2833356,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:34.8489,Continuous,Sequence Success,1,8,4,8,NA,NA,NA,NA,0,8499122,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:35.1486,Continuous,KeyDown,1,8,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:35.3819,Continuous,KeyDown,1,8,4,8,r,Correct,R,0,2333566,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:35.6148,Continuous,KeyDown,1,8,4,8,w,Correct,W,0,2333879,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:35.8482,Continuous,KeyDown,1,8,4,8,e,Correct,E,0,2333561,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:35.8482,Continuous,Sequence Success,1,8,4,8,NA,NA,NA,NA,0,7001005,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:36.1319,Continuous,KeyDown,1,8,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:36.3317,Continuous,KeyDown,1,8,4,8,r,Correct,R,0,1999785,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:36.5492,Continuous,KeyDown,1,8,4,8,w,Correct,W,0,2166704,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:36.7491,Continuous,KeyDown,1,8,4,8,e,Correct,E,0,1999971,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:36.7491,Continuous,Sequence Success,1,8,4,8,NA,NA,NA,NA,0,6166461,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:37.0658,Continuous,KeyDown,1,8,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:37.2822,Continuous,KeyDown,1,8,4,8,r,Correct,R,0,2167683,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:37.5320,Continuous,KeyDown,1,8,4,8,w,Correct,W,0,2499616,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:37.7658,Continuous,KeyDown,1,8,4,8,e,Correct,E,0,233189,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:37.7658,Continuous,Sequence Success,1,8,4,8,NA,NA,NA,NA,0,6999189,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:38.0654,Continuous,KeyDown,1,8,4,8,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:38.2321,Continuous,Sequence Failed,1,8,4,8,NA,NA,NA,NA,0,1666234,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:35:38.2321,Continuous,InputWindowOver,1,8,4,8,NA,NA,NA,NA,NA,5,1,5,6,Fish Escaped,NA,NA,
2020-05-20,18:36:08.7328,Continuous,KeyDown,2,2,4,9,t,Correct,T,0,NA,NA,NA,NA,NA,NA,NA,NA,
2020-05-20,18:36:09.0495,Continuous,KeyDown,2,2,4,9,r,Correct,R,0,3167054,NA,NA,NA,NA,NA,NA,NA,NA,
